--- Chunk 0 ---
[5.77-6.25]  Hei!
[172.41-172.51]  vi
[172.51-172.65]  ikke
[172.65-172.77]  i
[172.77-173.01]  forstjældig
[173.01-173.35]  klasser
[173.35-174.23]  da,
[174.37-175.79]  så
[175.79-176.99]  læraren
[176.99-177.15]  min
[177.15-177.37]  stå
[177.37-178.01]  opprattet
[178.01-178.13]  til
[178.13-178.43]  klassen.
[178.81-179.17]  Og
[179.17-179.43]  så
[179.43-179.59]  slu
[179.59-179.77]  den
[179.77-179.97]  seg
[179.97-180.07]  for
[180.07-180.11]  å
[180.11-180.33]  skrive
[180.33-180.55]  noe
[180.55-180.65]  på
[180.65-181.09]  tavla.
[181.63-181.67]  Og
[181.67-181.81]  men
[181.81-182.31]  samljordes
[182.31-182.59]  kommer
[182.59-182.89]  gære
[182.89-183.31]  løpene
[183.31-183.63]  inn
[183.63-183.67]  i
[183.67-184.27]  klastnåret,
[184.41-184.61]  satse
[184.61-184.77]  på
[184.77-184.85]  en
[184.85-185.49]  lendipult.
[186.09-186.11]  Og
[186.11-186.23]  så
[186.23-186.35]  slu
[186.35-186.39]  den
[186.39-186.69]  læreren
[186.69-186.83]  til
[186.83-187.01]  at
[187.01-187.01]  det
[187.01-187.23]  bakke.
[187.39-187.39]  Og
[187.39-187.47]  så
[187.47-187.65]  rakt
[187.65-187.77]  han
[187.77-187.99]  på
[187.99-188.11]  en
[188.11-188.23]  av
[188.23-188.45]  svarte
[188.45-188.63]  på
[188.63-189.09]  spørsmale.
[189.93-190.01]  Og
[190.01-190.33]  læreren
[190.33-190.59]  var
[190.59-191.27]  det...
[191.27-191.27]  Ja.
[191.67-191.91]  Skrive
[191.91-192.35]  riktig.
[192.53-192.53]  Og
[192.53-192.61]  så
[192.61-192.75]  løper
[192.75-192.95]  han
[192.95-193.15]  ut
[193.15-193.59]  til
[193.59-193.91]  inn
[193.91-194.01]  i
[194.01-194.07]  den
[194.07-194.27]  annet
[194.27-194.69]  klassen.
[195.45-195.45]  Så
[195.45-195.53]  det
[195.53-195.61]  var
[195.61-195.79]  litt
[195.79-196.19]  sånn.
[196.35-196.35]  Det
[196.35-196.47]  var
[196.47-196.67]  bare
[196.67-196.81]  sånn
[196.81-196.95]  annen
[196.95-197.13]  vi
[197.13-197.25]  gister
[197.25-197.39]  litt
[197.39-197.65]  sånn
[197.65-198.47]  hur.
[198.57-198.93]  Hvor
[198.93-199.15]  er
[199.15-199.39]  mye
[199.39-199.73]  makt
[199.73-199.83]  han
[199.83-200.09]  egentlig
[200.09-200.31]  har
[200.31-200.49]  det?
[200.71-200.75]  Og
[200.75-200.83]  det
[200.83-200.99]  var
[200.99-201.67]  både
[201.67-202.01]  han
[202.01-202.09]  i
[202.09-202.65]  køjagklassen.
[202.69-202.79]  Det
[202.79-202.89]  var
[202.89-203.03]  bare
[203.03-203.03]  i
[203.03-203.43]  beklassen.
[203.45-203.63]  Nå
[203.63-203.65]  har
[203.65-203.81]  seg
[203.81-203.97]  kult
[203.97-204.07]  til
[204.07-204.17]  at
[204.17-204.23]  sa
[204.23-204.37]  apte
[204.37-204.67]  andere
[204.67-204.97]  og
[204.97-205.31]  egentlig
[205.31-205.61]  sånn
[205.61-205.63]  var
[205.63-205.69]  det.
[209.61-210.21]  Og
[210.21-210.35]  det
[210.35-210.55]  var
[210.55-210.79]  det
[210.79-211.35]  omførst
[211.35-211.43]  i
[211.43-211.73]  gangen
[211.73-211.79]  vi
[211.79-212.15]  hørte
[212.15-212.39]  at
[212.39-212.51]  han
[212.51-212.77]  var
[212.77-213.87]  en
[213.87-214.23]  under
[214.23-214.71]  i
[214.71-215.05]  dag
[215.05-215.43]  når
[215.43-215.55]  det
[215.55-215.71]  er
[215.71-216.07]  alt
[216.07-218.65]  skolefagelige
[218.65-218.87]  ting
[218.87-219.27]  dag,
[219.35-219.39]  og
[219.39-220.51]  han
[220.51-221.13]  gade
[221.13-221.45]  i
[221.45-221.79]  kjører
[221.79-221.97]  og
[221.97-222.23]  som
[222.23-222.73]  jeg,
[222.73-223.25]  som
[223.25-224.09]  han
[224.09-224.67]  børte,
[225.77-225.81]  og
[225.81-226.03]  som
[226.03-226.43]  han
[226.43-226.93]  egentlig
[226.93-227.15]  har
[227.15-227.41]  det
[227.41-227.79]  evene
[227.79-228.05]  til.
[229.97-230.29]  Og
[230.29-230.33]  det
[230.33-230.99]  vi
[230.99-231.13]  har
[231.13-231.41]  jo
[231.41-232.43]  reflekteret
[232.43-232.57]  og
[232.57-232.83]  tænkt
[232.83-233.11]  og
[233.11-233.73]  kamb,
[233.73-234.59]  kasøjorer
[234.59-234.87]  det,
[235.07-235.09]  og
[235.09-235.23]  så
[235.23-235.51]  at
[235.51-235.87]  han
[235.87-237.43]  ikke...
[237.36-237.82]  Vel
[237.82-238.44]  la
[238.44-238.74]  i
[238.74-239.06]  tosen
[239.06-239.66]  pasten,
[239.76-239.76]  for
[239.76-239.96]  det!

--- Chunk 6 ---
[0.00-0.28]  Det
[0.28-0.46]  blir
[0.46-0.86]  landet
[0.86-1.02]  ikke.
[3.84-4.32]  Jeg
[4.32-4.40]  tror
[4.40-4.74]  enda,
[4.88-4.88]  at
[4.88-4.98]  jeg
[4.98-5.14]  kan
[5.14-5.36]  komme
[5.36-5.54]  til
[5.54-5.58]  å
[5.58-5.74]  bli
[5.74-6.10]  en
[6.10-6.86]  arbeidsløs
[6.86-7.20]  person
[7.20-7.50]  som
[7.50-7.86]  skjiter
[7.86-8.22]  i
[8.22-8.26]  dag
[8.26-8.46]  i
[8.46-8.56]  noen
[8.56-8.78]  dag
[8.78-9.68]  ut.
[10.30-10.56]  Hoved
[10.56-11.22]  problemet
[11.22-11.44]  er
[11.44-11.70]  egentlig
[11.70-11.94]  at
[11.94-12.18]  det
[12.18-12.28]  er
[12.28-12.70]  like,
[12.84-13.26]  litte,
[13.36-13.86]  heppet,
[13.88-14.12]  mås
[14.12-14.20]  med
[14.20-14.96]  hvafor.
[15.18-15.32]  Selv
[15.32-15.48]  med
[15.48-15.74]  går
[15.74-16.02]  hva
[16.02-16.72]  partnerterier
[16.72-17.00]  i
[17.00-18.12]  millapsnens.
[19.32-19.80]  Insøldus
[19.80-20.02]  her
[20.02-20.28]  at
[20.28-20.36]  du
[20.36-20.68]  trenger
[20.68-20.90]  i
[20.90-21.14]  hjel
[21.14-21.50]  og
[21.50-21.72]  noen
[21.72-22.02]  av
[22.02-22.28]  den
[22.28-22.44]  har
[22.44-22.56]  jo
[22.56-22.84]  in.
[25.34-25.82]  Jeg
[25.82-25.98]  prøv
[25.98-26.16]  at
[26.16-26.36]  alt
[26.36-26.50]  som
[26.50-26.80]  finnes
[26.80-26.98]  har
[26.98-27.30]  hjelpt
[27.30-27.50]  i
[27.50-27.66]  siste
[27.66-28.28]  toverende.
[29.10-29.30]  Uten
[29.30-29.46]  held.
[30.86-31.34]  Skit
[31.34-31.50]  har
[31.50-31.70]  jo
[31.70-31.90]  inn
[31.90-32.02]  til
[32.02-32.20]  du
[32.20-32.42]  brører
[32.42-32.74]  ut
[32.74-32.84]  da
[32.84-33.14]  enne
[33.14-33.78]  formilde,
[34.62-34.62]  men
[34.62-34.80]  hvis
[34.80-34.96]  man
[34.96-35.24]  bruker
[35.24-35.54]  når
[35.54-35.86]  korte
[35.86-36.26]  kaffe
[36.26-36.78]  siden
[36.78-37.08]  dagen
[37.08-37.26]  er
[37.26-37.72]  dritt,
[37.96-38.00]  så
[38.00-38.14]  bører
[38.14-38.24]  man
[38.24-38.60]  endre
[38.60-38.90]  andre
[38.90-39.38]  ting.
[42.38-42.70]  Jeg
[42.70-43.02]  prøvde
[43.02-43.56]  absolutt
[43.56-43.80]  alt
[43.80-43.88]  av
[43.88-44.68]  psykologer,
[45.34-45.94]  psykiatre,
[46.54-46.68]  med
[46.68-46.80]  de
[46.80-47.10]  siden
[47.10-47.28]  er
[47.28-47.40]  å
[47.40-48.00]  helvete,
[48.54-48.68]  og
[48.68-48.82]  ikke
[48.82-49.02]  en
[49.02-49.60]  enste
[49.60-49.92]  skitt
[49.92-50.34]  hjelper.
[51.14-51.24]  Har
[51.24-51.38]  jo
[51.38-51.50]  inn
[51.50-51.74]  hjelpen
[51.74-52.12]  noe,
[52.88-52.94]  men
[52.94-53.20]  følte
[53.20-53.42]  man
[53.42-53.82]  bedre
[53.82-54.30]  edre,
[54.44-54.60]  når
[54.60-54.78]  man
[54.78-55.10]  taler
[55.10-55.52]  helsen
[55.52-55.62]  med
[55.62-55.82]  noe
[55.82-55.82]  og
[55.82-56.48]  goe,
[56.52-56.76]  henn
[56.76-56.88]  jeg
[56.88-57.10]  gjør
[57.10-57.50]  noe
[57.50-57.84]  stegn
[57.84-57.96]  på
[57.96-58.14]  er
[58.14-58.16]  jo
[58.16-58.34]  inn.
[59.68-60.14]  Ikke
[60.14-60.28]  for
[60.28-60.28]  å
[60.28-60.50]  gjøre
[60.50-60.78]  dette
[60.78-61.10]  døren
[61.10-61.34]  mer
[61.34-61.46]  og
[61.46-62.04]  dramatisk
[62.04-62.70]  sippetrå.
[63.42-63.58]  Nå
[63.58-63.68]  har
[63.68-63.76]  du
[63.76-63.86]  ikke
[63.86-64.10]  vært
[64.10-64.32]  for
[64.32-64.36]  at
[64.36-64.46]  det
[64.46-64.62]  har
[64.62-64.82]  noen
[64.82-64.98]  som
[64.98-65.16]  brig
[65.16-65.28]  seg
[65.28-65.62]  velde
[65.62-65.94]  meg.
[66.42-66.44]  Vil
[66.44-66.56]  jeg
[66.56-66.74]  tatt
[66.74-67.04]  kvelden
[67.04-67.18]  for
[67.18-67.40]  længes
[67.40-67.80]  igjen?
[68.42-68.54]  Det
[68.54-68.64]  har
[68.64-68.86]  noen
[68.86-69.54]  mulighet
[69.54-69.80]  til
[69.80-70.22]  å
[70.22-70.54]  komme
[70.54-70.76]  meg
[70.76-71.06]  opp
[71.06-71.16]  og
[71.16-71.40]  gjøre
[71.40-71.58]  noen
[71.58-71.70]  med
[71.70-72.10]  livet,
[72.24-72.38]  eller
[72.38-72.60]  vann
[72.60-73.06]  bylse
[73.06-73.36]  tusen
[73.36-73.56]  seg
[73.56-73.86]  å
[73.86-73.86]  gjøre.
[77.08-77.54]  Jeg
[77.54-77.72]  gør
[77.72-78.52]  søleset
[78.52-78.94]  gøtter
[78.94-79.06]  å
[79.06-79.40]  gjentere
[79.40-79.68]  la
[79.68-79.74]  i
[79.74-80.14]  lettere
[80.14-81.04]  følgesprittet
[81.04-81.16]  på
[81.16-81.72]  golvet
[81.72-81.98]  i
[81.98-82.34]  sengen
[82.34-82.52]  og
[82.52-82.66]  på
[82.66-83.12]  vader.
[83.48-83.66]  Blå
[83.66-84.04]  flekker
[84.04-84.20]  på
[84.20-84.76]  lakken,
[84.84-85.10]  pjuter
[85.10-85.48]  og
[85.48-85.60]  så
[85.60-85.88]  vidare.
[86.56-87.02]  Quadag
[87.02-87.22]  en
[87.22-87.50]  nyakt
[87.50-87.68]  på
[87.68-87.86]  mer
[87.86-88.50]  pengarte
[88.50-88.66]  her
[88.66-88.76]  går
[88.76-88.92]  in.
[89.64-90.18]  Spørde
[90.18-90.44]  meg
[90.44-90.86]  virkelig
[90.86-91.06]  som
[91.06-91.24]  om
[91.24-91.36]  de
[91.36-91.88]  nærmest
[91.88-92.58]  evvandet
[92.58-92.94]  er
[92.94-93.42]  plant
[93.42-93.58]  til
[93.58-94.48]  evvandet.
[95.44-95.46]  Du
[95.46-95.52]  er
[95.52-95.90]  selvfølgelig
[95.90-96.34]  fritt
[96.34-96.44]  og
[96.44-96.64]  gjør
[96.64-96.90]  at
[96.90-97.12]  akkurat
[97.12-97.62]  kadevill
[97.62-97.84]  for
[97.84-98.22]  mindre,
[98.78-99.06]  men
[99.06-99.36]  jeg
[99.36-99.62]  fra
[99.62-99.96]  hvordan
[99.96-100.12]  det
[100.12-100.18]  er
[100.18-100.50]  dette
[100.50-100.82]  på
[100.82-101.06]  det
[101.06-101.90]  sterkeste.
[103.22-103.46]  Alla
[103.46-103.68]  har
[103.68-104.00]  kontroll
[104.00-104.34]  til
[104.34-104.46]  de
[104.46-105.10]  misten,
[105.70-105.76]  når
[105.76-105.84]  du
[105.84-106.02]  kan
[106.02-106.32]  stoppa
[106.32-106.62]  vil
[106.62-106.80]  du
[106.80-107.16]  ikke,
[107.40-107.44]  og
[107.44-107.54]  når
[107.54-107.68]  du
[107.68-108.06]  vil
[108.06-108.26]  så
[108.26-108.44]  klare
[108.44-108.60]  du
[108.60-108.98]  ikke.
[119.18-119.66]  Sjøen
[119.66-119.80]  og
[119.80-119.84]  er
[119.84-119.98]  gamla
[119.98-120.42]  regaier
[120.42-120.60]  og
[120.60-120.68]  fra
[120.68-121.10]  eldra
[121.10-121.46]  fejre
[121.46-121.94]  sammen,
[122.14-122.26]  bare
[122.26-122.46]  de
[122.46-122.70]  tre
[122.70-122.90]  som
[122.90-123.06]  de
[123.06-123.42]  prager.
[124.12-124.60]  Torarne
[124.60-124.78]  er
[124.78-124.90]  seg
[124.90-125.20]  veldig
[125.20-125.70]  ribbe
[125.70-125.88]  og
[125.88-126.00]  med
[126.00-126.76]  distikaker,
[127.08-127.14]  og
[127.14-127.30]  i
[127.30-127.88]  styrørne
[127.88-128.04]  så
[128.04-128.32]  lyser
[128.32-128.80]  jordet
[128.80-129.02]  tre.
[130.08-130.28]  Pint
[130.28-130.42]  og
[130.42-130.54]  med
[130.54-130.88]  griter
[130.88-131.20]  og
[131.20-131.42]  små
[131.42-131.80]  norske
[131.80-132.14]  flak.
[133.24-133.32]  Og
[133.32-133.48]  så
[133.48-133.76]  glyer
[133.76-134.18]  jordig
[134.18-134.50]  kvel
[134.50-134.78]  over
[134.78-134.96]  i
[134.96-135.66]  natt.
[135.88-136.22]  Glytsene
[136.22-136.36]  på
[136.36-136.54]  tre
[136.54-137.06]  slås
[137.06-137.28]  av
[137.28-137.60]  og
[137.60-137.84]  gjer
[137.84-138.02]  for
[138.02-138.48]  svinnerin
[138.48-138.56]  på
[138.56-139.30]  rumensitt.
[140.48-140.88]  Skuffene
[140.88-141.04]  er
[141.04-141.28]  skriv
[141.28-141.56]  buren
[141.56-142.10]  stærende
[142.10-142.90]  kanlåses,
[143.08-143.18]  og
[143.18-143.30]  den
[143.30-143.74]  øverste
[143.74-143.90]  og
[143.90-143.98]  og
[143.98-144.20]  gjer
[144.20-144.52]  alt
[144.52-144.68]  i
[144.68-145.24]  stengt.
[146.30-146.48]  Men
[146.48-146.72]  no,
[146.92-147.28]  låses
[147.28-147.50]  no.
[150.25-150.77]  Der
[150.77-151.07]  snart
[151.07-151.45]  gott
[151.45-152.27]  toukersiden
[152.27-152.69]  Gajs
[152.69-153.15]  bruker
[153.15-153.63]  Blotshot
[153.63-154.09]  Ice,
[154.29-154.45]  kommer
[154.45-154.65]  for
[154.65-154.79]  i
[154.79-155.45]  oppdatering
[155.45-155.63]  i
[155.63-156.71]  fikkvoruntrån.
[157.01-157.11]  Og
[157.11-157.57]  derinne
[157.57-157.83]  binde
[157.83-158.05]  folk
[158.05-158.11]  har
[158.11-158.39]  lyre
[158.39-158.53]  på
[158.53-158.87]  vassom
[158.87-159.25]  skjer.
[162.27-162.53]  Hvordan
[162.53-162.73]  går
[162.73-162.91]  du
[162.91-163.05]  med
[163.05-163.27]  deg
[163.27-163.79]  Blotshot
[163.79-164.47]  Ice?
[168.93-169.33]  Vassom
[169.33-169.55]  henne
[169.55-170.01]  videre
[170.01-170.27]  med
[170.27-170.61]  Gajra
[170.61-171.25]  Tronans,
[171.43-171.53]  kan
[171.53-171.65]  du
[171.65-171.77]  som
[171.77-172.21]  abonner
[172.21-172.45]  på
[172.45-172.63]  svart
[172.63-172.79]  og
[172.79-173.19]  stok,
[173.33-173.51]  høre
[173.51-173.75]  noe
[173.75-173.87]  med
[173.87-174.01]  en
[174.01-174.25]  gang?
[174.80-175.22]  For
[175.22-175.60]  selvom
[175.60-175.90]  gair
[175.90-176.32]  bewegen
[176.32-176.52]  seg
[176.52-176.76]  inn
[176.76-176.88]  av
[176.88-177.18]  virier
[177.18-177.24]  og
[177.24-178.00]  hengeheten,
[178.14-178.14]  så
[178.14-178.30]  skal
[178.30-178.90]  fortællig
[178.90-179.14]  nans
[179.14-179.66]  andre,
[179.88-180.02]  ette
[180.02-180.18]  vært
[180.18-180.60]  vokse
[180.60-180.94]  ut
[180.94-181.16]  af
[181.16-182.04]  frikforme.
[182.36-182.46]  Og
[182.46-182.66]  brot
[182.66-182.84]  skal
[182.84-183.04]  gair
[183.04-183.28]  også
[183.28-183.44]  for
[183.44-183.92]  følgerer
[183.92-184.06]  og
[184.06-184.32]  vege
[184.32-184.54]  hele
[184.54-184.92]  verden.
[185.44-185.60]  Men
[185.60-185.82]  da
[185.82-185.94]  får
[185.94-186.14]  noe
[186.14-186.44]  helt
[186.44-186.84]  an,
[186.92-187.10]  en
[187.10-187.18]  har
[187.18-187.30]  jo
[187.30-187.46]  hende
[187.46-187.96]  alboka.
[193.08-193.50]  Wow!
[194.30-194.64]  Det
[194.64-194.68]  er
[194.68-194.98]  veldig
[194.98-195.24]  sånn.
[195.28-195.30]  Det
[195.30-195.44]  er
[195.44-195.70]  bra
[195.70-196.12]  liksom.
[197.02-197.10]  Og
[197.10-197.26]  så
[197.26-197.68]  spørte
[197.68-197.84]  jeg
[197.84-198.04]  an,
[198.04-198.32]  sånn.
[198.52-198.52]  Det
[198.52-198.58]  er
[198.58-198.68]  jo
[198.68-199.02]  forsvitt
[199.02-199.16]  at
[199.16-199.28]  det
[199.28-199.36]  med
[199.36-199.54]  det
[199.54-199.66]  er
[199.66-199.84]  da
[199.84-200.00]  for
[200.00-200.12]  at
[200.12-200.26]  jeg
[200.26-200.60]  kjempere
[200.60-200.94]  kultig
[200.94-201.40]  sånn,
[201.40-201.52]  og
[201.52-201.70]  ham
[201.70-201.82]  ble
[201.82-201.94]  i
[201.94-202.52]  sånn.
[202.90-203.32]  Høy.
[203.56-204.20]  Heir
[204.20-204.28]  jo
[204.28-204.90]  inn.
[207.34-207.62]  Jeg
[207.62-207.62]  var
[207.62-207.86]  mange
[207.86-207.98]  som
[207.98-208.18]  histe
[208.18-208.40]  blodt
[208.40-208.54]  så
[208.54-208.96]  døs,
[209.12-209.68]  drømme
[209.68-209.90]  dup,
[209.98-210.00]  men
[210.00-210.16]  jeg
[210.16-210.22]  var
[210.22-210.32]  ikke
[210.32-210.40]  så
[210.40-210.54]  mange
[210.54-210.66]  som
[210.66-210.98]  hvis
[210.98-211.16]  da
[211.16-211.38]  gære.
[213.66-214.10]  Jeg
[214.10-214.24]  hadde
[214.24-214.42]  en
[214.42-214.46]  av
[214.46-215.40]  tilbøst,
[215.78-216.08]  tror
[216.08-216.16]  jeg
[216.16-216.66]  bare
[216.66-217.48]  at
[217.48-217.68]  nå
[217.68-218.06]  steg.
[219.12-219.22]  Og
[219.22-220.56]  da
[220.56-221.28]  sattene
[221.28-222.08]  kliberer
[222.08-222.62]  i
[222.62-223.16]  soffan
[223.16-223.70]  her,
[223.72-223.86]  det
[223.86-224.02]  bort
[224.02-224.78]  vekk.
[226.08-226.18]  Og
[226.18-226.52]  da
[226.52-226.62]  det
[226.62-226.68]  var
[226.68-226.94]  første
[226.94-227.12]  gang
[227.12-227.22]  i
[227.22-227.40]  nærlig
[227.40-227.60]  som
[227.60-227.90]  skjent
[227.90-228.16]  at
[228.16-228.30]  du
[228.30-228.54]  noe
[228.54-228.68]  er
[228.68-229.18]  noe
[229.18-229.30]  er
[229.30-229.30]  noe
[229.30-229.36]  er
[229.36-229.44]  noe
[229.44-229.44]  er
[229.44-229.46]  noe
[229.46-229.46]  er
[229.46-229.48]  noe
[229.48-229.62]  er
[229.62-229.92]  noe
[229.92-230.38]  er
[230.38-230.38]  noe
[230.38-230.38]  er
[230.38-230.38]  noe
[230.38-230.38]  er
[230.38-230.38]  noe
[230.38-230.38]  er
[230.38-230.38]  noe
[230.38-230.38]  er
[230.38-230.38]  noe
[230.38-230.38]  er
[230.38-230.68]  noe
[230.68-230.68]  er
[230.68-230.98]  noe
[230.98-232.24]  er
[232.24-232.40]  noe.
[234.92-235.48]  Nå
[235.48-235.78]  sammen
[235.78-235.94]  så
[235.94-236.10]  så
[236.10-236.50]  må
[236.50-236.96]  du
[236.96-237.72]  mulighet
[237.72-238.14]  de
[238.14-238.62]  tilvalt
[238.62-239.40]  noe
[239.40-239.72]  inn
[239.72-239.86]  i
[239.86-240.10]  vei.

--- Chunk 7 ---
[0.00-0.20]  Vi
[0.20-0.50]  dyvr
[0.50-0.86]  samar
[0.86-0.92]  å
[0.92-1.10]  se
[1.10-1.28]  i
[1.28-1.40]  et
[1.40-1.78]  eneste
[1.78-2.46]  point.
[3.14-3.24]  Her
[3.24-3.34]  i
[3.34-3.84]  øn.
[6.54-6.98]  Vi
[6.98-7.24]  sitter
[7.24-7.46]  av
[7.46-7.68]  å
[7.68-7.86]  være
[7.86-9.14]  prækkert.
[9.68-9.70]  Og
[9.70-9.80]  så
[9.80-9.92]  tar
[9.92-10.08]  han
[10.08-10.24]  opp
[10.24-10.62]  en
[10.62-11.34]  sprøjte,
[11.76-12.04]  som
[12.04-12.24]  har
[12.24-14.22]  brunnengurser,
[14.28-14.38]  som
[14.38-14.52]  er
[14.52-14.78]  vinnig
[14.78-15.46]  seg,
[15.84-16.00]  binner
[16.00-16.14]  han
[16.14-16.24]  å
[16.24-16.38]  prøve
[16.38-16.66]  vinnig
[16.66-16.90]  seg
[16.90-17.06]  eller
[17.06-17.18]  er
[17.18-17.28]  vinnig
[17.28-17.28]  seg
[17.28-17.28]  eller
[17.28-17.28]  er
[17.28-17.28]  vinnig
[17.28-17.30]  seg.
[17.30-17.42]  Det
[17.42-17.48]  var
[17.48-17.66]  litt
[17.66-18.26]  sånn
[18.26-18.26]  og
[18.26-18.36]  i
[18.36-18.62]  fann
[18.62-18.78]  og
[18.78-18.92]  gjør
[18.92-19.02]  du
[19.02-19.46]  liksom.
[22.30-22.66]  Og
[22.66-23.30]  det
[23.30-23.44]  var
[23.44-23.64]  jo
[23.64-24.10]  de
[24.10-24.78]  vastoren,
[25.06-25.30]  vi
[25.30-25.72]  kunne
[25.72-25.90]  få
[25.90-26.24]  høre
[26.24-26.94]  at
[26.94-27.60]  det
[27.60-28.64]  bare...
[29.08-29.48]  Kjemt,
[29.56-29.60]  det
[29.60-29.64]  er
[29.64-29.84]  liksom
[29.84-30.18]  hele
[30.18-30.88]  kroppen,
[30.88-31.22]  liksom
[31.22-31.40]  er
[31.40-32.00]  bare
[32.00-32.58]  falt
[32.58-33.40]  sammen.
[40.66-41.06]  Vist
[41.06-41.18]  du
[41.18-41.40]  trenger
[41.40-41.58]  noen
[41.58-41.68]  og
[41.68-42.00]  snakker
[42.00-42.14]  med
[42.14-42.42]  etter
[42.42-42.46]  å
[42.46-42.60]  høre
[42.60-42.88]  denne
[42.88-43.44]  besodene,
[43.52-43.54]  så
[43.54-43.66]  kan
[43.66-43.76]  du
[43.76-44.02]  ringen
[44.02-44.18]  med
[44.18-44.18]  en
[44.18-44.46]  tal
[44.46-44.94]  helser
[44.94-45.10]  sin
[45.10-45.84]  hjertpetellepon
[45.84-46.08]  på
[46.08-46.84]  NN6,
[47.14-47.92]  N23.
[48.22-48.28]  Da
[48.28-48.90]  gratis,
[49.02-49.14]  der
[49.14-49.24]  i
[49.24-49.68]  noppent,
[49.72-49.84]  og
[49.84-49.86]  du
[49.86-49.98]  kan
[49.98-50.16]  være
[50.16-50.38]  om
[50.38-50.40]  å
[50.40-50.72]  nym.
[51.32-51.42]  Og
[51.42-51.58]  hvis
[51.58-51.64]  du
[51.64-51.76]  har
[51.76-52.18]  rustrel
[52.18-52.26]  at
[52.26-52.48]  heltet
[52.48-52.94]  spørsmål
[52.94-53.12]  er
[53.12-53.22]  det
[53.22-53.38]  hjert
[53.38-53.50]  på
[53.50-53.78]  for
[53.78-54.00]  på
[54.00-54.64]  russinfå
[54.64-54.90]  en
[54.90-55.02]  noe.
[57.37-57.81]  Du
[57.81-57.95]  kan
[57.95-58.09]  bli
[58.09-58.47]  abonent
[58.47-58.65]  på
[58.65-59.29]  svartroztok
[59.29-59.49]  i
[59.49-60.11]  potkasspulant
[60.11-60.61]  läppel
[60.61-60.79]  eller
[60.79-61.49]  risporterfaj.
[61.91-62.07]  Eller
[62.07-62.25]  hvis
[62.25-62.37]  du
[62.37-62.57]  hører
[62.57-62.67]  en
[62.67-62.83]  om
[62.83-63.15]  andre
[63.15-63.29]  fra
[63.29-63.77]  tvømmer,
[63.93-63.97]  så
[63.97-64.09]  kan
[64.09-64.17]  det
[64.17-64.35]  følge
[64.35-64.75]  linka
[64.75-64.91]  i
[64.91-65.17]  episode
[65.17-65.99]  beskrivelsen.
[66.45-66.51]  Og
[66.51-66.73]  følge
[66.73-66.85]  oss
[66.85-67.07]  gjerne
[67.07-67.21]  på
[67.21-67.99]  ytterbossa,
[68.05-68.11]  da
[68.11-68.19]  vi
[68.19-68.35]  har
[68.35-68.53]  lagt
[68.53-68.75]  ut
[68.75-69.23]  videoer
[69.23-69.39]  fra
[69.39-70.09]  gjerksliv.
[70.83-70.95]  Her
[70.95-71.05]  og
[71.05-71.33]  indag
[71.33-71.73]  boka
[71.73-71.97]  er
[71.97-72.13]  lagt
[72.13-72.47]  om
[72.47-72.69]  oss
[72.69-73.19]  allsjær.
[74.09-74.53]  Gjerbredlæste
[74.53-74.75]  og
[74.75-75.35]  skjurvatene
[75.35-75.85]  brean
[75.85-76.07]  og
[76.07-76.21]  alle
[76.21-76.81]  utdragene
[76.81-77.03]  fra
[77.03-77.63]  formøs
[77.63-78.01]  siteres
[78.01-78.47]  oret.
[78.91-79.41]  De
[79.41-79.63]  andre
[79.63-79.81]  for
[79.81-79.95]  en
[79.95-80.35]  brukene
[80.35-80.55]  blir
[80.55-80.77]  lest
[80.77-81.01]  av
[81.01-81.35]  malen
[81.35-82.03]  instantess,
[82.25-82.39]  stine
[82.39-83.21]  treststrann,
[83.51-83.67]  siger
[83.67-84.21]  farnes
[84.21-84.39]  og
[84.39-84.77]  nylsjak
[84.77-84.91]  og
[84.91-85.51]  plengvik.
[85.81-85.97]  Han
[85.97-86.09]  er
[86.09-86.27]  også
[86.27-86.45]  statt
[86.45-86.61]  for
[86.61-87.01]  musik
[87.01-87.13]  og
[87.13-87.73]  ryddesine.
[88.29-88.75]  Producent
[88.75-88.91]  var
[88.91-89.17]  meg
[89.17-89.39]  sin
[89.39-89.65]  drelig
[89.65-90.07]  ganger,
[90.43-90.49]  og
[90.49-91.09]  redaktør
[91.09-91.23]  er
[91.23-91.35]  kvar
[91.35-91.49]  jeg
[91.49-91.95]  stammer.
[100.73-101.23]  Med
[101.23-101.89]  tripeltex,
[102.05-102.23]  bylde
[102.23-102.57]  enkelt
[102.57-102.79]  og
[102.79-103.19]  folvedet
[103.19-103.33]  skal
[103.33-103.69]  tilmeldningen
[103.69-104.01]  for
[104.01-104.65]  hontverkere.
[104.84-105.28]  Og
[105.28-105.84]  itteshelt
[105.84-106.20]  skapet?
[106.40-106.56]  Og
[106.56-106.86]  fæske
[106.86-107.12]  bata!
[107.28-107.44]  Og
[107.44-107.82]  lidet
[107.82-108.20]  skola!
[109.08-109.50]  Åh,
[109.50-109.90]  rølgelig!
[110.12-110.36]  Åh,
[110.48-111.04]  selvfølgelig!
[111.16-111.64]  Røinskap,
[111.82-111.90]  spiro!
[112.00-112.26]  Åh,
[112.32-112.68]  mækker,
[112.72-113.52]  partistet,
[113.64-113.74]  å
[113.74-113.98]  steg
[113.98-114.80]  listet.
[115.04-115.14]  Og
[115.14-115.66]  læge
[115.66-116.20]  kontoret.
[116.64-116.68]  Da
