--- Chunk 0 ---
[0.33-0.83]  Hey,
[193.27-193.71]  began
[193.71-194.15]  piecing
[194.15-194.53]  together
[194.53-194.79]  a
[194.79-195.11]  picture
[195.11-195.47]  of
[195.47-195.79]  what
[195.79-196.25]  happened
[196.25-196.57]  in
[196.57-197.01]  Anita's
[197.01-197.29]  final
[197.29-197.75]  moments.
[198.35-198.83]  Looking
[198.83-199.03]  through
[199.03-199.15]  her
[199.15-199.53]  phone,
[199.85-200.09]  you
[200.09-200.25]  saw
[200.25-200.47]  some
[200.47-200.73]  text
[200.73-201.23]  messages
[201.23-201.59]  that
[201.59-201.75]  caught
[201.75-201.95]  your
[201.95-202.19]  eye.
[202.41-202.53]  Yeah,
[202.63-202.77]  she
[202.77-202.97]  had
[202.97-203.13]  been
[203.13-203.61]  texting
[203.61-204.01]  Michael
[204.01-204.35]  Van
[204.35-204.69]  into
[204.69-205.05]  the
[205.05-206.49]  late
[206.49-206.95]  night,
[207.13-207.39]  early
[207.39-207.69]  morning
[207.69-208.03]  hours
[208.03-208.41]  of
[208.41-208.83]  Sunday,
[209.85-210.23]  June
[210.23-211.17]  3rd,
[211.19-211.65]  and
[211.65-212.45]  he
[212.45-212.67]  appeared
[212.67-212.85]  to
[212.85-212.95]  be
[212.95-213.07]  the
[213.07-213.31]  last
[213.31-213.53]  one
[213.53-213.67]  to
[213.67-213.83]  have
[213.83-214.05]  any
[214.05-214.33]  sort
[214.33-214.67]  of
[214.67-215.27]  a
[215.27-215.77]  conversation
[215.77-216.31]  with
[216.31-216.53]  her.
[217.31-217.87]  Police
[217.87-218.25]  wanted
[218.25-218.43]  to
[218.43-218.63]  talk
[218.63-218.85]  to
[218.85-218.99]  him
[218.99-219.27]  about
[219.27-219.65]  that.
[220.41-220.97]  Michael?
[221.50-221.68]  You
[221.68-221.98]  came
[221.98-222.26]  down
[222.26-222.50]  here,
[222.66-223.06]  obviously,
[223.20-223.30]  you
[223.30-223.48]  heard
[223.48-223.66]  the
[223.66-223.84]  news
[223.84-224.08]  about
[224.08-224.28]  what
[224.28-224.58]  occurred,
[224.76-224.82]  is
[224.82-224.90]  that
[224.90-225.16]  correct?
[226.10-226.20]  And
[226.20-226.32]  you
[226.32-226.48]  want
[226.48-226.56]  to
[226.56-226.76]  talk
[226.76-227.04]  about
[227.04-227.26]  Anita
[227.26-227.78]  Knutson,
[227.92-228.02]  who
[228.02-228.28]  you
[228.28-228.50]  said
[228.50-228.66]  was
[228.66-228.78]  a
[228.78-228.94]  friend
[228.94-229.10]  of
[229.10-229.26]  yours,
[229.40-229.46]  is
[229.46-229.58]  that
[229.58-229.84]  correct?
[231.74-232.22]  24
[232.22-232.62] -year
[232.62-232.90] -old
[232.90-233.22]  Michael
[233.22-233.48]  Van
[233.48-233.94]  had
[233.94-234.18]  been
[234.18-234.30]  a
[234.30-234.74]  military
[234.74-235.20]  brat
[235.20-235.50]  his
[235.50-235.86]  entire
[235.86-236.38]  life,
[236.62-236.84]  but
[236.84-237.18]  settled
[237.18-237.44]  for
[237.44-237.58]  a
[237.58-237.92]  while
[237.92-238.18]  in
[238.18-238.44]  North
[238.44-238.92]  Dakota.

--- Chunk 6 ---
[0.00-0.00]  He
[0.00-0.16]  told
[0.16-0.56]  police
[0.56-0.96]  that
[0.96-1.36]  texting
[1.36-1.78]  Anita
[1.78-2.12]  late
[2.12-2.30]  at
[2.30-2.54]  night
[2.54-2.86]  was
[2.86-3.24]  nothing
[3.24-3.82]  unusual.
[4.28-4.48]  He
[4.48-4.80]  worked
[4.80-4.94]  at
[4.94-5.02]  a
[5.02-5.28]  local
[5.28-5.96]  Wendy's
[5.96-6.12]  and
[6.12-6.28]  their
[6.28-6.72]  schedules
[6.72-7.38]  rarely
[7.38-7.98]  aligned.
[32.99-33.67]  And
[33.67-33.95]  while
[33.95-34.25]  they
[34.25-34.85]  regularly
[34.85-35.35]  texted,
[35.83-36.03]  he
[36.03-36.29]  told
[36.29-36.65]  police
[36.65-37.05]  it
[37.05-37.19]  had
[37.19-37.37]  been
[37.37-37.53]  a
[37.53-37.87]  while
[37.87-38.19]  since
[38.19-38.75]  he'd
[38.75-39.23]  actually
[39.23-39.91]  seen
[39.91-40.25]  Anita.
[48.45-49.13]  Anita
[49.13-49.47]  and
[49.47-49.77]  Michael
[49.77-50.35]  often
[50.35-50.53]  ran
[50.53-50.93]  into
[50.93-51.13]  one
[51.13-51.45]  another
[51.45-51.67]  at
[51.67-51.73]  a
[51.73-52.05]  local
[52.05-52.59]  downtown
[52.59-53.09]  dance
[53.09-53.43]  club
[53.43-53.87]  where
[53.87-54.03]  he
[54.03-54.29]  said
[54.29-54.71]  Anita
[54.71-55.55]  never
[55.55-55.83]  met
[55.83-55.95]  a
[55.95-56.43]  stranger.
[65.37-66.09]  A
[66.09-66.27]  few
[66.27-66.51]  days
[66.51-66.91]  after
[66.91-67.39]  Anita's
[67.39-67.65]  murder,
[68.17-68.39]  Michael
[68.39-68.89]  visited
[68.89-69.31]  Minot
[69.31-69.63]  PD
[69.63-70.23]  for
[70.23-70.37]  a
[70.37-70.71]  second
[70.71-71.25]  interview.
[71.77-72.25]  Police
[72.25-72.65]  drilled
[72.65-73.21]  down
[73.21-73.53]  into
[73.53-73.73]  his
[73.73-74.31]  relationship
[74.31-74.67]  with
[74.67-74.91]  her.
[83.95-84.67]  Michael
[84.67-84.89]  and
[84.89-85.37]  Anita's
[85.37-85.67]  texts
[85.67-85.91]  in
[85.91-86.03]  the
[86.03-86.33]  early
[86.33-86.67]  morning
[86.67-87.05]  hours
[87.05-87.35]  of
[87.35-87.73]  Sunday,
[87.91-88.11]  June
[88.11-88.33]  3,
[88.71-89.17]  ranged
[89.17-89.37]  from
[89.37-89.53]  the
[89.53-90.01]  mundane.
[90.43-90.61]  to
[90.61-90.75]  the
[90.75-91.45]  personal.
[106.45-107.11]  Anita's
[107.11-107.43]  final
[107.43-107.79]  text
[107.79-108.25]  messages
[108.25-108.53]  with
[108.53-108.77]  Mike
[108.77-109.13]  were
[109.13-109.51]  just
[109.51-109.97]  before
[109.97-110.73]  5am.
[111.31-111.55]  She
[111.55-111.91]  asked
[111.91-112.13]  about
[112.13-112.39]  his
[112.39-112.77]  past
[112.77-113.61]  relationships.
[114.25-114.51]  Anita
[114.51-114.87]  wrote,
[115.17-115.51]  How
[115.51-115.61]  do
[115.61-115.77]  you
[115.77-115.99]  move
[115.99-116.31]  on
[116.31-116.71]  after
[116.71-116.95]  being
[116.95-117.69]  engaged,
[117.91-118.21]  twice?
[118.67-119.03]  That's
[119.03-119.09]  a
[119.09-119.63]  huge
[119.63-119.89]  life
[119.89-120.43]  altering
[120.43-120.71]  thing.
[121.29-121.39]  He
[121.39-121.85]  responded,
[122.25-122.37]  you
[122.37-122.63]  never
[122.63-122.97]  move,
[123.29-123.39]  you
[123.39-123.59]  just
[123.59-123.97]  become
[123.97-124.45]  jaded.
[124.73-124.95]  Hope
[124.95-125.21]  that
[125.21-125.35]  you
[125.35-125.61]  find
[125.61-126.07]  someone
[126.07-126.43]  who
[126.43-126.59]  will
[126.59-126.81]  love
[126.81-127.07]  you
[127.07-127.33]  for
[127.33-127.83]  you.
[142.75-143.39]  Investigators
[143.39-143.79]  pressed
[143.79-144.23]  Mike
[144.23-144.73]  further.
[158.12-158.54]  Michael
[158.54-158.84]  said
[158.84-159.08]  he
[159.08-159.20]  had
[159.20-159.34]  been
[159.34-159.72]  texting
[159.72-160.04]  Anita
[160.04-160.44]  from
[160.44-160.58]  a
[160.58-161.00]  friend's
[161.00-161.22]  house
[161.22-161.68]  and
[161.68-161.82]  he
[161.82-162.06]  stayed
[162.06-162.40]  there
[162.40-162.56]  the
[162.56-162.74]  rest
[162.74-162.94]  of
[162.94-163.04]  the
[163.04-163.46]  night.
[163.82-164.22]  Police
[164.22-164.50]  told
[164.50-164.90]  Michael
[164.90-165.24]  he
[165.24-165.44]  was
[165.44-165.76]  free
[165.76-165.90]  to
[165.90-166.14]  go
[166.14-166.76]  for
[166.76-167.14]  now.
[168.08-168.52]  Two
[168.52-168.80]  days
[168.80-169.18]  after
[169.18-169.68]  Anita's
[169.68-169.94]  murder,
[170.40-170.46]  the
[170.46-170.78]  medical
[170.78-171.46]  examiner
[171.46-171.92]  released
[171.92-172.24]  the
[172.24-172.78]  autopsy
[172.78-173.16]  report.
[173.78-174.16]  Was
[174.16-174.26]  there
[174.26-174.40]  any
[174.40-174.74]  sexual
[174.74-175.04]  assault?
[175.52-175.66]  There
[175.66-175.82]  was
[175.82-176.16]  nothing
[176.16-176.44]  that
[176.44-176.62]  we
[176.62-176.84]  could
[176.84-177.20]  see
[177.20-177.52]  that
[177.52-177.72]  would
[177.72-178.14]  indicate
[178.14-178.64]  that
[178.64-178.86]  she
[178.86-179.00]  was
[179.00-179.44]  sexually
[179.44-179.82]  assaulted.
[180.22-180.30]  It
[180.30-180.44]  was
[180.44-180.96]  definitely
[180.96-181.76]  something
[181.76-182.04]  that
[182.04-182.28]  we
[182.28-182.56]  were
[182.56-183.30]  concerned
[183.30-183.78]  about
[183.78-184.02]  and
[184.02-184.12]  it
[184.12-184.24]  was
[184.24-184.40]  on
[184.40-184.54]  our
[184.54-184.96]  minds.
[185.34-185.64]  But
[185.64-185.84]  the
[185.84-186.50]  autopsy
[186.50-186.90]  did
[186.90-187.34]  reveal
[187.34-187.98]  something
[187.98-188.50]  that
[188.50-188.88]  peaked
[188.88-189.10]  their
[189.10-189.74]  interest.
[190.04-190.32]  We
[190.32-190.94]  found
[190.94-191.10]  out
[191.10-191.26]  that
[191.26-191.46]  there
[191.46-191.62]  was
[191.62-192.36]  superficial
[192.36-193.26]  cuts
[193.26-193.78]  or
[193.78-194.08]  marks
[194.08-194.74]  on
[194.74-195.34]  Anita's
[195.34-195.50]  neck,
[196.10-196.52]  so
[196.52-197.54]  it
[197.54-197.74]  led
[197.74-197.94]  us
[197.94-198.06]  to
[198.06-198.34]  believe
[198.34-198.58]  that
[198.58-199.00]  somebody
[199.00-199.26]  is
[199.26-199.54]  there
[199.54-199.86]  kind
[199.86-200.00]  of
[200.00-200.16]  in
[200.16-200.34]  her
[200.34-200.68]  face
[200.68-201.58]  holding
[201.58-201.82]  the
[201.82-202.00]  knife
[202.00-202.30]  to
[202.30-202.44]  her
[202.44-202.68]  neck
[202.68-203.52]  and
[203.52-203.72]  then
[203.72-205.16]  an
[205.16-205.58]  angry
[205.58-206.12]  and
[206.12-206.34]  then
[206.34-206.52]  that
[206.52-206.76]  just
[206.76-207.44]  escalated
[207.44-207.62]  to
[207.62-207.70]  the
[207.70-207.96]  point
[207.96-208.44]  of
[208.44-209.40]  stabbing
[209.40-209.68]  her.
[210.40-211.00]  When
[211.00-211.10]  you
[211.10-211.24]  think
[211.24-211.42]  about
[211.42-211.60]  those
[211.60-212.06]  details,
[212.06-212.54]  does
[212.54-212.64]  that
[212.64-213.00]  sound
[213.00-213.54]  like
[214.19-214.77]  Possibly
[214.77-215.05]  someone
[215.05-215.29]  she
[215.29-215.67]  knew,
[216.09-216.23]  a
[216.23-216.39]  complete
[216.39-217.03]  stranger.
[217.53-217.97]  We
[217.97-218.19]  felt
[218.19-218.41]  like
[218.41-218.57]  it
[218.57-218.67]  was
[218.67-219.01]  somebody
[219.01-219.21]  that
[219.21-219.45]  she
[219.45-219.77]  knew.
[220.67-220.77]  And
[220.77-220.95]  as
[220.95-221.13]  my
[221.13-221.31]  not
[221.31-221.71]  police
[221.71-222.53]  continued
[222.53-223.03]  talking
[223.03-223.27]  to
[223.27-223.47]  those
[223.47-223.83]  close
[223.83-224.11]  to
[224.11-224.35]  Anita,
[225.03-225.17]  they
[225.17-225.41]  got
[225.41-225.71]  a
[225.71-226.35]  promising
[226.35-226.85]  tip.
[227.33-227.53]  We
[227.53-227.69]  did
[227.69-227.93]  have
[227.93-228.19]  one
[228.19-228.71]  witness
[228.71-229.37]  come
[229.37-229.81]  forward
[229.81-230.05]  and
[230.05-230.29]  say
[230.29-230.53]  that
[230.53-230.89]  she
[230.89-231.43]  saw
[231.43-231.87]  somebody
[231.87-232.35]  running
[232.35-232.95]  early
[232.95-233.19]  that
[233.19-233.63]  morning.
[234.13-234.43]  It
[234.43-234.59]  was
[234.59-234.73]  a
[234.73-235.07]  man
[235.07-235.93]  running
[235.93-236.47]  near
[236.47-237.01]  Anita's
[237.01-237.51]  apartment.
[238.15-238.37]  He
[238.37-238.75]  appeared
[238.75-238.95]  to
[238.95-239.09]  be
[239.09-239.27]  in
[239.27-239.45]  his
[239.45-239.73]  late

--- Chunk 7 ---
[0.00-0.36]  teens
[0.36-0.48]  or
[0.48-0.82]  early
[0.82-1.44]  20s,
[1.56-1.92]  about
[1.92-2.18]  6
[2.18-2.48]  to
[2.48-3.24]  200
[3.24-3.54]  pounds
[3.54-4.14]  with
[4.14-4.48]  dark
[4.48-4.94]  hair.
[5.50-5.70]  And
[5.70-5.84]  there
[5.84-5.98]  was
[5.98-6.38]  something
[6.38-6.80]  more.
[7.32-7.42]  The
[7.42-7.68]  witness
[7.68-7.98]  said
[7.98-8.22]  there
[8.22-8.44]  was
[8.44-8.62]  a
[8.62-9.00]  stain
[9.00-9.26]  on
[9.26-9.42]  his
[9.42-9.82]  shirt,
[10.36-10.90]  possibly
[10.90-11.28]  blood.
[12.20-12.76]  It
[12.76-12.90]  was
[12.90-13.08]  their
[13.08-13.50]  first
[13.50-13.78]  big
[13.78-14.26]  lead.
[14.70-15.02]  Now
[15.02-15.30]  they
[15.30-15.58]  needed
[15.58-15.82]  to
[15.82-16.28]  find
[16.28-16.52]  the
[16.52-16.80]  running
[16.80-17.16]  man.
[17.64-17.84]  Maybe
[17.84-18.00]  it's
[18.00-18.16]  running
[18.16-18.44]  away
[18.44-18.64]  from
[18.64-18.76]  a
[18.76-18.90]  crime
[18.90-19.16]  scene.
[34.35-34.81]  About
[34.81-35.13]  two
[35.13-35.39]  days
[35.39-35.83]  after
[35.83-36.19]  Anita
[36.19-36.85]  Knutson's
[36.85-37.09]  murder,
[37.63-37.91]  police
[37.91-38.29]  were
[38.29-38.71]  chasing
[38.71-39.09]  a
[39.09-39.37]  new
[39.37-39.79]  tip.
[40.55-40.73]  A
[40.73-40.95]  woman
[40.95-41.23]  said
[41.23-41.43]  she
[41.43-41.63]  saw
[41.63-41.83]  a
[41.83-42.17]  young,
[42.39-42.61]  dark
[42.61-42.91] -haired
[42.91-43.23]  man
[43.23-43.85]  running
[43.85-44.19]  right
[44.19-44.45]  near
[44.45-44.91]  Anita's
[44.91-45.35]  apartment
[45.35-46.07]  around
[46.07-46.31]  the
[46.31-46.53]  time
[46.53-46.69]  of
[46.69-46.79]  the
[46.79-47.13]  murder.
[47.95-48.51]  And
[48.51-48.67]  he
[48.67-49.05]  looked
[49.05-49.45]  like
[49.45-49.63]  he
[49.63-49.79]  was
[49.79-49.93]  in
[49.93-50.05]  a
[50.05-50.41]  big
[50.41-50.83]  hurry.
[52.11-52.31]  So
[52.31-52.47]  she's
[52.47-52.65]  thinking
[52.65-53.01]  maybe
[53.01-53.23]  it's
[53.23-53.43]  not
[53.43-54.59]  running
[54.59-54.79]  out
[54.79-54.91]  for
[54.91-55.29]  exercise.
[55.55-55.71]  Maybe
[55.71-55.87]  it's
[55.87-56.01]  running
[56.01-56.29]  away
[56.29-56.51]  from
[56.51-56.67]  a
[56.67-56.77]  crime
[56.77-57.03]  scene.
[57.13-57.69]  That's
[57.69-57.81]  what
[57.81-58.03]  she
[58.03-58.29]  thought
[58.29-58.47]  it
[58.47-58.67]  could
[58.67-59.01]  be.
[59.83-60.15]  Why
[60.15-60.29]  not
[60.29-60.71]  police
[60.71-61.17]  released
[61.17-61.59]  the
[61.59-61.93]  running
[61.93-62.25]  man
[62.25-62.65]  description
[62.65-63.01]  to
[63.01-63.11]  the
[63.11-63.51]  media
[63.84-64.18]  and
[64.18-64.34]  it
[64.34-64.56]  did
[64.56-65.04]  generate
[65.04-65.30]  some
[65.30-65.60]  tips,
[66.14-66.48]  but
[66.48-66.78]  none
[66.78-66.94]  of
[66.94-67.18]  them
[67.18-67.48]  went
[67.48-68.16]  anywhere.
[70.38-71.00]  Back
[71.00-71.20]  in
[71.20-71.70]  Anita's
[71.70-72.08]  hometown
[72.08-72.36]  of
[72.36-72.98]  Bute,
[72.98-73.14]  her
[73.14-73.58]  presence
[73.58-74.26]  was
[74.26-75.18]  everywhere.
[76.20-76.88]  And
[76.88-77.02]  on
[77.02-77.28]  one
[77.28-77.76]  particular
[77.76-78.28]  day,
[78.66-78.76]  her
[78.76-79.18]  friends
[79.18-79.58]  honored
[79.58-79.86]  her
[79.86-80.18]  with
[80.18-80.34]  a
[80.34-80.88]  brilliant
[80.88-81.22]  burst
[81.22-81.48]  of
[81.48-81.82]  light
[81.82-82.60]  in
[82.60-83.04]  true
[83.04-83.68]  Anita's
[83.68-84.08]  style.
[84.80-85.08]  There
[85.08-85.20]  was
[85.20-85.36]  an
[85.36-85.78]  outpouring
[85.78-85.94]  of
[85.94-86.16]  love
[86.16-86.96]  in
[86.96-87.34]  Bute.
[87.48-87.68]  Yeah.
[87.98-88.16]  After
[88.16-88.36]  Anita
[88.36-88.66]  died.
[89.02-89.20]  Yeah.
[89.74-90.18]  Leading
[90.18-90.34]  up
[90.34-90.50]  to
[90.50-90.60]  the
[90.60-90.92]  funeral,
[91.40-91.50]  a
[91.50-91.64]  lot
[91.64-91.76]  of
[91.76-91.92]  us
[91.92-92.14]  girls
[92.14-92.36]  had
[92.36-92.56]  gotten
[92.56-92.98]  together
[92.98-93.28]  and
[93.28-93.44]  we
[93.44-94.52]  made
[94.52-95.30]  bracelets
[95.30-96.42]  and
[96.42-97.02]  pins
[97.02-98.28]  and
[98.28-99.88]  decorated
[99.88-100.24]  main
[100.24-100.62]  streets
[100.62-101.24]  with
[101.24-101.54]  pink
[101.54-102.18]  ribbons.
[102.50-102.58]  I
[102.58-102.68]  mean,
[102.76-103.16]  it's
[103.16-103.32]  such
[103.32-103.40]  a
[103.40-103.60]  close
[103.60-103.76]  knit
[103.76-104.26]  community.
[104.48-104.58]  It's
[104.58-104.76]  really
[104.76-105.40]  amazing.
[106.90-107.34]  All
[107.34-107.62]  over
[107.62-107.92]  town,
[107.94-108.30]  there's
[108.30-108.40]  all
[108.40-108.56]  these
[108.56-108.74]  little
[108.74-108.94]  pink
[108.94-109.52]  ribbons
[109.52-109.82]  tied
[109.82-110.08]  up.
[110.60-110.76]  You
[110.76-110.86]  could
[110.86-111.04]  drive
[111.04-111.30]  by
[111.30-111.50]  and
[111.50-111.60]  it
[111.60-111.78]  wouldn't
[111.78-111.98]  be
[111.98-112.48]  weird
[112.48-112.72]  to
[112.72-112.98]  see
[112.98-113.18]  like
[113.18-113.30]  a
[113.30-113.52]  pink
[113.52-113.74]  bow
[113.74-114.10]  tied
[114.10-114.36]  to
[114.36-114.48]  a
[114.48-114.58]  like
[114.58-114.92]  post
[114.92-115.20]  type
[115.20-115.36]  of
[115.36-115.62]  thing.
[116.41-116.89]  When
[116.89-117.37]  Anita's
[117.37-117.61]  friend
[117.61-118.11]  Lauren
[118.11-118.51]  arrived
[118.51-118.79]  from
[118.79-119.33]  California,
[119.35-120.03]  she
[120.03-120.27]  was
[120.27-120.53]  blown
[120.53-121.17]  away.
[122.37-122.97]  I
[122.97-123.19]  remember
[123.19-123.45]  the
[123.45-123.83]  entire
[123.83-124.27]  town
[124.27-124.67]  was
[124.67-126.57]  pink,
[126.99-127.35]  every
[127.35-127.99]  storefront,
[128.49-129.33]  car,
[130.05-130.75]  light
[130.75-131.11]  post,
[131.49-131.83]  everything,
[132.01-132.19]  had
[132.19-132.43]  a
[132.43-132.75]  pink
[132.75-133.17]  bow
[133.17-133.47]  on
[133.47-133.77]  it.
[134.41-134.61]  We
[134.61-134.71]  will
[134.71-134.91]  miss
[134.91-135.07]  you
[135.07-135.29]  Anita,
[135.69-135.87]  written
[135.87-135.99]  in
[135.99-136.21]  pink
[136.21-136.63]  marker
[136.63-138.15]  everywhere,
[138.41-138.65]  everywhere
[138.65-138.85]  you
[138.85-139.09]  drove.
[139.31-139.35]  There
[139.35-139.49]  was
[139.49-139.59]  just
[139.59-139.79]  pink
[139.79-140.31]  everywhere.
[140.69-140.77]  Were
[140.77-140.89]  you
[140.89-141.35]  surprised
[141.35-141.61]  to
[141.61-141.87]  see
[141.87-142.55]  the
[142.55-142.81]  whole
[142.81-143.43]  town
[143.43-143.93]  just
[143.93-144.23]  painted
[144.23-144.47]  pink
[144.47-144.77]  for
[144.77-144.95]  her?
[145.15-145.35]  Yeah.
[145.76-146.00]  I
[146.00-146.10]  was
[146.10-146.28]  from
[146.28-146.56]  Southern
[146.56-146.98]  California
[146.98-147.26]  so
[147.26-147.84]  everybody
[147.84-148.16]  doesn't
[148.16-148.32]  know
[148.32-148.80]  everybody.
[149.28-149.88]  So
[149.88-150.16]  coming
[150.16-150.36]  out
[150.36-150.58]  here
[150.58-150.80]  and
[150.80-150.94]  just,
[151.58-151.84]  it's
[151.84-152.20]  definitely
[152.20-152.56]  a
[152.56-153.26]  smaller
[153.26-153.88]  town
[153.88-154.26]  and
[154.26-154.94]  everybody
[154.94-155.58]  was
[155.58-156.02]  affected
[156.02-156.42]  out
[156.42-156.70]  here
[156.70-157.32]  just
[157.32-157.54]  because
[157.54-158.14]  everybody
[158.14-158.78]  knows
[158.78-159.06]  each
[159.06-159.40]  other.
[159.82-160.08]  And
[160.08-160.24]  on
[160.24-160.36]  the
[160.36-160.54]  day
[160.54-160.70]  of
[160.70-160.78]  the
[160.78-161.16]  funeral,
[161.70-161.76]  the
[161.76-162.28]  entire
[162.28-163.04]  community
[163.04-163.60]  gathered
[163.60-163.90]  to
[163.90-164.10]  say
[164.10-164.54]  goodbye.
[165.02-165.20]  What
[165.20-165.42]  stands
[165.42-165.66]  out
[165.66-165.82]  to
[165.82-165.92]  you
[165.92-166.04]  the
[166.04-166.44]  most
[166.44-167.06]  about
[167.06-167.28]  her
[167.28-167.58]  funeral?
[167.95-168.13]  I
[168.13-168.25]  think
[168.25-168.39]  just
[168.39-168.53]  how
[168.53-168.71]  many
[168.71-169.09]  people
[169.09-169.29]  were
[169.29-169.53]  there
[169.53-169.85]  to
[169.85-170.31]  celebrate
[170.31-170.75]  my
[170.75-171.07]  sister.
[171.67-171.67]  I
[171.67-171.79]  mean,
[172.33-172.43]  she
[172.43-173.07]  truly
[173.07-173.25]  was
[173.25-173.59]  so
[173.59-174.01]  well
[174.01-174.55]  loved.
[174.73-174.73]  I
[174.73-174.91]  mean,
[175.11-175.19]  the
[175.19-175.37]  whole
[175.37-175.67]  church
[175.67-175.93]  was
[175.93-176.19]  full.
[176.37-176.45]  They
[176.45-176.57]  ended
[176.57-176.73]  up
[176.73-176.87]  having
[176.87-177.15]  to
[177.15-177.69]  open
[177.69-177.83]  up
[177.83-177.99]  the
[177.99-178.21]  gym
[178.21-178.41]  at
[178.41-178.51]  the
[178.51-178.87]  school
[178.87-179.21]  for
[179.21-179.33]  all
[179.33-179.45]  of
[179.45-179.55]  the
[179.55-179.97]  overflow
[179.97-180.45]  people.
[181.03-181.23]  And
[181.23-181.35]  they
[181.35-181.65]  watched
[181.65-181.97]  it,
[181.97-182.13]  like,
[182.19-182.37]  on
[182.37-182.71]  a
[182.71-183.05]  stream.
[183.63-183.71]  Did
[183.71-183.81]  you
[183.81-184.01]  speak
[184.01-184.21]  that
[184.21-184.35]  day?
[184.73-184.85]  I
[184.85-185.05]  did,
[185.23-185.43]  yeah.
[185.65-185.81]  I
[185.81-186.41]  got
[186.41-186.53]  up
[186.53-186.71]  there
[186.71-186.91]  and
[186.91-187.07]  just
[187.07-187.31]  said
[187.31-187.53]  a
[187.53-187.67]  few
[187.67-188.07]  words
[188.07-188.35]  about
[188.35-188.51]  my
[188.51-188.89]  sister
[188.89-189.17]  and
[189.17-189.33]  just
[189.33-189.59]  talked
[189.59-189.87]  about
[189.87-190.15]  how
[190.15-190.79]  just
[190.79-191.83]  effervescent
[191.83-192.03]  she
[192.03-192.25]  was
[192.25-192.69]  and
[192.69-192.99]  beautiful
[192.99-193.53]  and
[193.53-193.91]  perfect,
[194.15-194.31]  really.
[194.73-195.01]  I
[195.01-195.13]  think
[195.13-195.27]  I
[195.27-195.43]  wore
[195.43-195.63]  one
[195.63-195.71]  of
[195.71-196.07]  Anita's
[196.07-196.29]  dresses
[196.29-197.19]  to
[197.19-197.29]  her
[197.29-197.59]  funeral.
[197.73-197.81]  To
[197.81-197.89]  her
[197.89-198.25]  funeral?
[198.37-198.53]  Yeah.
[199.31-199.51]  Was
[199.51-199.61]  that
[199.61-199.71]  a
[199.71-199.81]  way
[199.81-199.93]  of
[199.93-200.13]  feeling
[200.13-200.39]  close
[200.39-200.61]  to
[200.61-200.71]  her?
[200.91-201.17]  Yeah.
[201.89-202.17]  Yeah.
[203.03-203.47]  But
[203.47-203.63]  in
[203.63-203.79]  the
[203.79-204.15]  midst
[204.15-204.31]  of
[204.31-204.45]  the
[204.45-204.73]  grief,
[205.31-205.43]  there
[205.43-205.69]  were
[205.69-206.81]  suspicions,
[207.29-207.63]  rumors
[207.63-208.35]  about
[208.35-208.87]  who
[208.87-209.09]  could
[209.09-209.29]  be
[209.29-209.79]  involved
[209.79-210.01]  in
[210.01-210.47]  Anita's
[210.47-210.77]  murder.
[212.19-212.63]  At
[212.63-212.73]  the
[212.73-212.93]  time,
[213.03-213.09]  did
[213.09-213.19]  you
[213.19-213.57]  remember
[213.57-214.15]  any
[214.15-214.55]  whispers
[214.55-214.99]  about
[214.99-216.17]  who
[216.17-216.29]  it
[216.29-216.45]  could
[216.45-216.57]  have
[216.57-216.73]  been?
[217.29-217.43]  Yeah,
[217.51-217.57]  I
[217.57-217.69]  mean,
[217.85-217.95]  tons
[217.95-218.19]  of
[218.19-218.51]  whispers
[218.51-218.89]  all
[218.89-218.99]  the
[218.99-219.43]  time.
[220.53-220.97]  That's,
[220.97-221.15]  you
[221.15-221.27]  know,
[221.55-221.79]  people
[221.79-222.39]  never
[222.39-222.69]  stop
[222.69-223.13]  whispering.
[224.25-224.41]  But
[224.41-224.61]  yeah,
[224.85-225.15]  constant,
[225.45-225.73]  you
[225.73-225.97]  know,
[226.25-226.63]  Nicole's
[226.63-226.73]  name,
[226.73-226.89]  of
[226.89-227.21]  course,
[227.41-227.67]  has
[227.67-227.99]  always
[227.99-228.27]  been
[228.27-229.27]  never
[229.27-229.47]  not
[229.47-229.63]  been
[229.63-229.75]  in
[229.75-229.81]  the
[229.81-230.11]  mix.
[230.69-231.25]  Police
[231.25-231.59]  had
[231.59-231.99]  also
[231.99-232.29]  been
[232.29-232.57]  hearing
[232.57-233.11]  things
[233.11-233.39]  about
[233.39-233.93]  Anita's
[233.93-234.27]  roommate,
[234.27-234.69]  Nicole.
[235.21-235.51]  We
[235.51-235.69]  learned
[235.69-235.93]  that
[235.93-236.09]  they
[236.09-236.25]  had
[236.25-236.53]  kind
[236.53-236.75]  of
[236.75-237.41]  a
[237.41-237.67]  poor
[237.67-238.47]  relationship,
[239.09-239.49]  that
[239.49-239.69]  there
[239.69-239.83]  was

--- Chunk 8 ---
[0.00-0.32]  minor
[0.32-0.76]  fights
[0.76-1.10]  and
[1.10-1.28]  some
[1.28-1.58]  arguing
[1.58-2.02]  between
[2.02-2.22]  the
[2.22-2.38]  two
[2.38-2.56]  of
[2.56-2.74]  them.
[3.10-3.20]  They
[3.20-3.32]  had
[3.32-3.58]  roommate
[3.58-3.88]  drama.
[4.42-4.56]  They
[4.56-4.72]  did,
[4.88-5.20]  yes.
[5.78-6.40]  Police
[6.40-6.62]  were
[6.62-6.90]  there
[6.90-7.32]  at
