--- Chunk 0 ---
[0.49-0.97]  Hey,
[235.66-236.02]  entire
[236.02-236.62]  life,
[236.86-237.04]  but
[237.04-237.28]  settled
[237.28-237.62]  for
[237.62-237.82]  a
[237.82-238.10]  while
[238.10-238.38]  in
[238.38-238.54]  North
[238.54-239.10]  Dakota.

--- Chunk 6 ---
[0.00-0.30]  told
[0.30-0.76]  police
[0.76-1.10]  that
[1.10-1.44]  texting
[1.44-1.92]  Anita
[1.92-2.24]  late
[2.24-2.46]  at
[2.46-2.74]  night
[2.74-3.06]  was
[3.06-3.38]  nothing
[3.38-3.94]  unusual.
[4.60-4.60]  He
[4.60-4.88]  worked
[4.88-5.10]  at
[5.10-5.14]  a
[5.14-5.40]  local
[5.40-6.06]  Wendy's
[6.06-6.26]  and
[6.26-6.44]  their
[6.44-6.90]  schedules
[6.90-7.44]  really
[7.44-8.10]  aligned.
[32.65-33.37]  And
[33.37-34.09]  while
[34.09-34.45]  they
[34.45-34.91]  regularly
[34.91-35.49]  texted,
[35.93-36.15]  he
[36.15-36.39]  told
[36.39-36.87]  police
[36.87-37.17]  it
[37.17-37.39]  had
[37.39-37.59]  been
[37.59-37.83]  a
[37.83-38.01]  while
[38.01-38.41]  since
[38.41-38.99]  he'd
[38.99-39.33]  actually
[39.33-39.99]  seen
[39.99-40.59]  Anita.
[48.63-49.35]  Anita
[49.35-49.55]  and
[49.55-49.93]  Michael
[49.93-50.43]  often
[50.43-50.69]  ran
[50.69-51.03]  into
[51.03-51.23]  one
[51.23-51.53]  another
[51.53-51.83]  at
[51.83-51.87]  a
[51.87-52.23]  local
[52.23-52.77]  downtown
[52.77-53.19]  dance
[53.19-53.55]  club,
[53.95-53.99]  where
[53.99-54.15]  he
[54.15-54.47]  said
[54.47-54.95]  Anita
[54.95-55.61]  never
[55.61-55.95]  met
[55.95-56.23]  a
[56.23-56.49]  stranger.
[65.49-66.17]  A
[66.17-66.39]  few
[66.39-66.67]  days
[66.67-67.01]  after
[67.01-67.53]  Anita's
[67.53-67.95]  murder,
[68.23-68.51]  Michael
[68.51-68.97]  visited
[68.97-69.45]  Minot
[69.45-69.85]  PD
[69.85-70.33]  for
[70.33-70.53]  a
[70.53-70.83]  second
[70.83-71.43]  interview.
[72.05-72.41]  Police
[72.41-72.85]  drilled
[72.85-73.37]  down
[73.37-73.63]  into
[73.63-73.87]  his
[73.87-74.43]  relationship
[74.43-74.83]  with
[74.83-80.41]  her.
[84.07-84.75]  Michael
[84.75-84.99]  and
[84.99-85.49]  Anita's
[85.49-85.75]  texts
[85.75-86.09]  in
[86.09-86.15]  the
[86.15-86.47]  early
[86.47-86.79]  morning
[86.79-87.23]  hours
[87.23-87.55]  of
[87.55-87.85]  Sunday,
[88.21-88.25]  June
[88.25-88.89]  3rd,
[89.13-89.19]  ranged
[89.19-89.53]  from
[89.53-89.69]  the
[89.69-90.03]  mundane?
[102.49-103.21]  to
[103.21-103.93]  the
[103.93-103.93]  personal.
[106.57-107.29]  Anita's
[107.29-107.55]  final
[107.55-107.91]  text
[107.91-108.31]  messages
[108.31-108.67]  with
[108.67-108.97]  Mike
[108.97-109.31]  were
[109.31-109.73]  just
[109.73-110.15]  before
[110.15-111.01]  5am.
[111.37-111.67]  She
[111.67-111.97]  asked
[111.97-112.25]  about
[112.25-112.57]  his
[112.57-112.95]  past
[112.95-113.69]  relationships.
[114.29-114.59]  Anita
[114.59-115.03]  wrote,
[115.45-115.57]  how
[115.57-115.71]  do
[115.71-115.89]  you
[115.89-116.11]  move
[116.11-116.51]  on
[116.51-116.81]  after
[116.81-117.11]  being
[117.11-117.71]  engaged
[117.71-118.41]  twice?
[118.67-119.21]  That's
[119.21-119.41]  a
[119.41-119.69]  huge
[119.69-120.07]  life
[120.07-120.49] -altering
[120.49-121.05]  thing.
[121.39-121.53]  He
[121.53-121.97]  responded,
[122.45-122.45]  you
[122.45-122.71]  never
[122.71-123.17]  move.
[123.33-123.49]  You
[123.49-123.75]  just
[123.75-124.09]  become
[124.09-124.61]  jaded.
[124.95-125.13]  Hope
[125.13-125.41]  that
[125.41-125.51]  you
[125.51-125.79]  find
[125.79-126.23]  someone
[126.23-126.57]  who
[126.57-126.75]  will
[126.75-126.95]  love
[126.95-127.19]  you
[127.19-127.49]  for
[127.49-127.95]  you.
[142.85-143.53]  Investigators
[143.53-144.03]  pressed
[144.03-144.41]  Mike
[144.41-144.87]  further.
[158.12-158.70]  Michael
[158.70-158.96]  said
[158.96-159.16]  he
[159.16-159.38]  had
[159.38-159.50]  been
[159.50-159.82]  texting
[159.82-160.22]  Anita
[160.22-160.52]  from
[160.52-160.72]  a
[160.72-161.10]  friend's
[161.10-161.48]  house
[161.48-161.80]  and
[161.80-162.04]  he
[162.04-162.24]  stayed
[162.24-162.50]  there
[162.50-162.68]  the
[162.68-162.88]  rest
[162.88-163.08]  of
[163.08-163.30]  the
[163.30-163.80]  night.
[164.08-164.34]  Police
[164.34-164.62]  told
[164.62-165.10]  Michael
[165.10-165.34]  he
[165.34-165.60]  was
[165.60-165.86]  free
[165.86-166.06]  to
[166.06-166.50]  go
[166.50-166.96]  for
[166.96-167.62]  now.
[168.42-168.62]  Two
[168.62-168.96]  days
[168.96-169.28]  after
[169.28-169.80]  Anita's
[169.80-170.12]  murder,
[170.50-170.58]  the
[170.58-170.92]  medical
[170.92-171.76]  examiner
[171.76-172.12]  released
[172.12-172.42]  the
[172.42-172.90]  autopsy
[172.90-173.52]  report.
[174.16-174.24]  Was
[174.24-174.38]  there
[174.38-174.56]  any
[174.56-174.80]  sexual
[174.80-175.28]  assault?
[175.60-175.70]  There
[175.70-175.90]  was
[175.90-176.26]  nothing
[176.26-176.60]  that
[176.60-176.74]  we
[176.74-177.10]  could
[177.10-177.42]  see
[177.42-177.68]  that
[177.68-177.84]  would
[177.84-178.26]  indicate
[178.26-178.78]  that
[178.78-178.94]  she
[178.94-179.14]  was
[179.14-179.54]  sexually
[179.54-180.00]  assaulted.
[180.38-180.38]  It
[180.38-180.58]  was
[180.58-181.06]  definitely
[181.06-181.90]  something
[181.90-182.24]  that
[182.24-182.42]  we
[182.42-183.10]  were
[183.10-183.46]  concerned
[183.46-183.94]  about
[183.94-184.14]  and
[184.14-184.24]  it
[184.24-184.40]  was
[184.40-184.52]  on
[184.52-184.66]  our
[184.66-185.16]  minds.
[185.34-185.80]  But
[185.80-186.00]  the
[186.00-186.72]  autopsy
[186.72-187.12]  did
[187.12-187.54]  reveal
[187.54-188.14]  something
[188.14-188.70]  that
[188.70-188.96]  peaked
[188.96-189.26]  their
[189.26-189.76]  interest.
[190.34-190.40]  We
[190.40-191.02]  found
[191.02-191.32]  out
[191.32-191.44]  that
[191.44-191.52]  there
[191.52-191.82]  was
[191.82-192.46]  superficial
[192.46-193.52]  cuts
[193.52-193.94]  or
[193.94-194.36]  marks
[194.36-194.98]  on
[194.98-195.48]  Anita's
[195.48-195.86]  neck.
[197.08-197.08]  So
[197.08-197.68]  it
[197.68-197.82]  led
[197.82-198.08]  us
[198.08-198.20]  to
[198.20-198.50]  believe
[198.50-198.78]  that
[198.78-199.06]  somebody
[199.06-199.42]  is
[199.42-199.90]  there
[199.90-200.06]  kind
[200.06-200.14]  of
[200.14-200.30]  in
[200.30-200.54]  her
[200.54-201.20]  face
[201.20-201.68]  holding
[201.68-202.00]  the
[202.00-202.22]  knife
[202.22-202.44]  to
[202.44-202.56]  her
[202.56-203.06]  neck
[203.06-203.84]  and
[203.84-204.84]  then
[204.84-205.38]  an
[205.38-205.70]  angry
[205.70-206.26]  and
[206.26-206.50]  then
[206.50-206.68]  that
[206.68-207.04]  just
[207.04-207.54]  escalated
[207.54-207.78]  to
[207.78-207.82]  the
[207.82-208.12]  point
[208.12-209.10]  of
[209.10-209.50]  stabbing
[209.50-210.08]  her.
[210.92-211.08]  When
[211.08-211.16]  you
[211.16-211.30]  think
[211.30-211.50]  about
[211.50-211.78]  those
[211.78-212.28]  details,
[212.44-212.60]  does
[212.60-212.78]  that
[212.78-213.10]  sound
[213.10-213.62]  like?
[214.03-214.87]  Possibly
[214.87-215.21]  someone
[215.21-215.45]  she
[215.45-216.09]  knew,
[216.31-216.55]  complete
[216.55-217.17]  stranger.
[218.05-218.05]  We
[218.05-218.33]  felt
[218.33-218.57]  like
[218.57-218.69]  it
[218.69-218.79]  was
[218.79-219.09]  somebody
[219.09-219.41]  that
[219.41-219.57]  she
[219.57-220.39]  knew.
[220.79-220.85]  And
[220.85-221.07]  as
[221.07-221.23]  my
[221.23-221.45]  not
[221.45-221.95]  police
[221.95-222.69]  continued
[222.69-223.13]  talking
[223.13-223.37]  to
[223.37-223.63]  those
[223.63-224.01]  close
[224.01-224.25]  to
[224.25-224.51]  Anita,
[225.23-225.29]  they
[225.29-225.61]  got
[225.61-226.03]  a
[226.03-226.39]  promising
[226.39-227.11]  tip.
[227.57-227.57]  We
[227.57-227.85]  did
[227.85-228.11]  have
[228.11-228.39]  one
[228.39-228.93]  witness
[228.93-229.55]  come
[229.55-229.93]  forward
[229.93-230.27]  and
[230.27-230.45]  say
[230.45-230.81]  that
[230.81-231.27]  she
[231.27-231.59]  saw
[231.59-231.99]  somebody
[231.99-232.59]  running
[232.59-233.03]  early
[233.03-233.35]  that
[233.35-233.83]  morning.
[234.27-234.51]  It
[234.51-234.77]  was
[234.77-235.03]  a
[235.03-235.45]  man
[235.45-236.09]  running
[236.09-236.65]  near
[236.65-237.19]  Anita's
[237.19-237.57]  apartment.
[238.27-238.53]  He
[238.53-238.85]  appeared
[238.85-239.09]  to
[239.09-239.25]  be
[239.25-239.37]  in
[239.37-239.61]  his
[239.61-239.89]  late

--- Chunk 7 ---
[7.02-7.50]  It
[7.50-7.96]  was
[7.96-13.18]  their
[13.18-13.60]  first
[13.60-13.92]  big
[13.92-14.44]  lead.
[15.14-15.16]  Now
[15.16-15.40]  they
[15.40-15.74]  needed
[15.74-16.12]  to
[16.12-16.42]  find
[16.42-16.68]  the
[16.68-16.90]  running
[16.90-17.50]  man.
[17.74-17.94]  Maybe
[17.94-18.08]  it's
[18.08-18.28]  running
[18.28-18.56]  away
[18.56-18.78]  from
[18.78-18.88]  a
[18.88-19.02]  crime
[19.02-19.22]  scene.
[19.30-19.64]  That's
[19.64-19.76]  what
[19.76-20.00]  she
[20.00-20.22]  thought
[20.22-20.44]  it
[20.44-20.64]  could
[20.64-20.96]  be.
[34.41-34.93]  About
[34.93-35.21]  two
[35.21-35.59]  days
[35.59-35.91]  after
[35.91-36.27]  Anita
[36.27-36.95]  Knutzen's
[36.95-37.29]  murder,
[37.87-38.05]  police
[38.05-38.43]  were
[38.43-38.87]  chasing
[38.87-39.33]  a
[39.33-39.51]  new
[39.51-40.17]  tip.
[40.87-40.89]  A
[40.89-41.13]  woman
[41.13-41.37]  said
[41.37-41.53]  she
[41.53-41.73]  saw
[41.73-42.01]  a
[42.01-42.41]  young,
[42.53-42.77]  dark
[42.77-43.03] -haired
[43.03-43.47]  man
[43.47-43.97]  running
[43.97-44.39]  right
[44.39-44.57]  near
[44.57-45.07]  Anita's
[45.07-45.35]  apartment
[45.35-46.21]  around
[46.21-46.43]  the
[46.43-46.61]  time
[46.61-46.81]  of
[46.81-46.91]  the
[46.91-47.33]  murder.
[48.45-48.63]  And
[48.63-48.85]  he
[48.85-49.15]  looked
[49.15-49.59]  like
[49.59-49.71]  he
[49.71-49.95]  was
[49.95-50.13]  in
[50.13-50.27]  a
[50.27-50.57]  big
[50.57-51.07]  hurry.
[52.35-52.35]  So
[52.35-52.79]  she's
[52.79-52.79]  thinking
[52.79-53.13]  maybe
[53.13-53.35]  it's
[53.35-54.09]  not
[54.09-54.73]  running
[54.73-54.93]  out
[54.93-55.01]  for
[55.01-55.45]  exercise,
[55.65-55.81]  maybe
[55.81-55.95]  it's
[55.95-56.13]  running
[56.13-56.41]  away
[56.41-56.63]  from
[56.63-56.75]  a
[56.75-56.89]  crime
[56.89-57.09]  scene.
[57.35-57.75]  That's
[57.75-57.93]  what
[57.93-58.17]  she
[58.17-58.39]  thought
[58.39-58.59]  it
[58.59-58.81]  could
[58.81-59.49]  be.
[63.84-64.30]  and
[64.30-64.58]  it
[64.58-64.76]  did
[64.76-65.10]  generate
[65.10-65.50]  some
[65.50-66.00]  tips,
[66.64-66.64]  but
[66.64-66.96]  none
[66.96-67.10]  of
[67.10-67.36]  them
[67.36-67.70]  went
[67.70-68.50]  anywhere.
[71.02-71.18]  Back
[71.18-71.28]  in
[71.28-71.86]  Anita's
[71.86-72.20]  hometown
[72.20-72.56]  of
[72.56-72.80]  Bute,
[73.14-73.32]  her
[73.32-73.86]  presence
[73.86-74.54]  was
[74.54-75.38]  everywhere.
[76.88-77.02]  And
[77.02-77.18]  on
[77.18-77.52]  one
[77.52-77.96]  particular
[77.96-78.52]  day,
[78.76-78.92]  her
[78.92-79.30]  friends
[79.30-79.66]  honored
[79.66-80.04]  her
[80.04-80.36]  with
[80.36-80.66]  a
[80.66-80.98]  brilliant
[80.98-81.36]  burst
[81.36-81.66]  of
[81.66-82.12]  light
[82.12-82.82]  in
[82.82-83.18]  true
[83.18-83.80]  Anita's
[83.80-84.34]  style.
[84.96-85.12]  There
[85.12-85.32]  was
[85.32-85.50]  an
[85.50-85.86]  outpouring
[85.86-86.10]  of
[86.10-86.50]  love.
[86.64-87.08]  In
[87.08-87.48]  Bute.
[87.62-87.82]  Yeah.
[88.18-88.20]  After
[88.20-88.48]  Anita
[88.48-88.86]  died.
[89.12-89.28]  Yeah.
[89.66-90.24]  leading
[90.24-90.48]  up
[90.48-90.64]  to
[90.64-90.70]  the
[90.70-91.06]  funeral.
[91.50-91.62]  A
[91.62-91.76]  lot
[91.76-91.80]  of
[91.80-92.04]  us
[92.04-92.26]  girls
[92.26-92.58]  had
[92.58-92.74]  gotten
[92.74-93.10]  together
[93.10-93.42]  and
[93.42-93.76]  we
[93.76-94.72]  made
[94.72-95.38]  bracelets
[95.38-96.78]  and
[96.78-97.48]  pins
[97.48-99.50]  and
[99.50-100.02]  decorated
[100.02-100.44]  main
[100.44-100.86]  streets
[100.86-101.46]  with
[101.46-101.68]  pink
[101.68-102.38]  ribbons.
[102.62-102.64]  I
[102.64-102.78]  mean
[102.78-103.08]  that
[103.08-103.24]  it's
[103.24-103.40]  such
[103.40-103.54]  a
[103.54-103.74]  close
[103.74-103.90] -knit
[103.90-104.30]  community.
[104.66-104.70]  It's
[104.70-104.96]  really
[104.96-105.52]  amazing.
[107.24-107.52]  All
[107.52-107.74]  over
[107.74-108.08]  town
[108.08-108.40]  there's
[108.40-108.52]  all
[108.52-108.68]  these
[108.68-108.90]  little
[108.90-109.12]  pink
[109.12-109.70]  ribbons
[109.70-109.92]  tied
[109.92-110.68]  up.
[110.68-110.82]  You
[110.82-110.96]  could
[110.96-111.20]  drive
[111.20-111.48]  by
[111.48-111.54]  and
[111.54-111.66]  it
[111.66-111.92]  wouldn't
[111.92-112.34]  be
[112.34-112.60]  weird
[112.60-112.86]  to
[112.86-113.18]  see
[113.18-113.32]  like
[113.32-113.44]  a
[113.44-113.64]  pink
[113.64-113.92]  bow
[113.92-114.24]  tied
[114.24-114.48]  to
[114.48-114.60]  a
[114.60-114.74]  like
[114.74-115.10]  post
[115.10-115.36]  type
[115.36-115.56]  of
[115.56-115.90]  thing.
[116.41-116.97]  When
[116.97-117.47]  Anita's
[117.47-117.79]  friend
[117.79-118.19]  Lauren
[118.19-118.65]  arrived
[118.65-118.93]  from
[118.93-119.43]  California,
[120.05-120.15]  she
[120.15-120.41]  was
[120.41-120.71]  blown
[120.71-121.41]  away.
[123.03-123.05]  I
[123.05-123.27]  remember
[123.27-123.63]  the
[123.63-123.93]  entire
[123.93-124.43]  town
[124.43-126.25]  was
[126.25-126.81]  pink,
[127.25-127.51]  every
[127.51-128.55]  storefront,
[129.15-129.55]  car,
[130.69-130.91]  light
[130.91-131.39]  post,
[131.61-131.93]  everything
[131.93-132.39]  had
[132.39-132.63]  a
[132.63-133.09]  pink
[133.09-133.37]  bow
[133.37-133.75]  on
[133.75-134.33]  it.
[134.53-134.67]  We
[134.67-134.85]  will
[134.85-135.05]  miss
[135.05-135.19]  you
[135.19-135.53]  Anita,
[135.81-135.95]  written
[135.95-136.15]  in
[136.15-136.35]  pink
[136.35-136.97]  marker.
[138.05-138.39]  Everywhere,
[138.41-138.81]  everywhere
[138.81-138.99]  you
[138.99-139.25]  drove,
[139.37-139.45]  there
[139.45-139.55]  was
[139.55-139.75]  just
[139.75-139.95]  pink
[139.95-140.45]  everywhere.
[140.79-140.87]  Were
[140.87-141.05]  you
[141.05-141.49]  surprised
[141.49-141.73]  to
[141.73-142.35]  see
[142.35-142.77]  the
[142.77-143.03]  whole
[143.03-143.61]  town
[143.61-144.11]  just
[144.11-144.37]  painted
[144.37-144.67]  pink
[144.67-144.87]  for
[144.87-145.13]  her?
[145.17-145.53]  Yeah.
[145.76-146.04]  I
[146.04-146.20]  was
[146.20-146.50]  from
[146.50-146.66]  Southern
[146.66-147.04]  California
[147.04-147.66]  so
[147.66-147.90]  everybody
[147.90-148.22]  doesn't
[148.22-148.54]  know
[148.54-148.94]  everybody.
[149.90-149.96]  So
[149.96-150.22]  coming
[150.22-150.50]  out
[150.50-150.74]  here
[150.74-150.98]  and
[150.98-151.60]  just
[151.60-151.90]  it's
[151.90-152.30]  definitely
[152.30-152.98]  a
[152.98-153.36]  smaller
[153.36-154.08]  town
[154.08-154.54]  and
[154.54-155.06]  everybody
[155.06-155.70]  was
[155.70-156.14]  affected
[156.14-156.62]  out
[156.62-157.16]  here
[157.16-157.42]  just
[157.42-157.72]  because
[157.72-158.34]  everybody
[158.34-158.94]  knows
[158.94-159.22]  each
[159.22-159.74]  other.
[160.02-160.18]  And
[160.18-160.36]  on
[160.36-160.46]  the
[160.46-160.62]  day
[160.62-160.84]  of
[160.84-160.92]  the
[160.92-161.28]  funeral,
[161.72-161.92]  the
[161.92-162.42]  entire
[162.42-163.14]  community
[163.14-163.72]  gathered
[163.72-164.04]  to
[164.04-164.20]  say
[164.20-164.84]  goodbye.
[165.28-165.30]  What
[165.30-165.54]  stands
[165.54-165.82]  out
[165.82-165.92]  to
[165.92-166.00]  you
[166.00-166.22]  the
[166.22-166.66]  most
[166.66-167.18]  about
[167.18-167.40]  her
[167.40-167.72]  funeral?
[167.95-168.21]  I
[168.21-168.33]  think
[168.33-168.55]  just
[168.55-168.61]  how
[168.61-168.81]  many
[168.81-169.17]  people
[169.17-169.43]  were
[169.43-169.77]  there
[169.77-170.03]  to
[170.03-170.39]  celebrate
[170.39-170.87]  my
[170.87-171.39]  sister.
[171.73-171.73]  I
[171.73-172.31]  mean,
[172.51-172.57]  she
[172.57-173.13]  truly
[173.13-173.43]  was
[173.43-173.79]  so
[173.79-174.23]  well
[174.23-174.59] -loved.
[174.79-174.81]  I
[174.81-175.09]  mean,
[175.15-175.33]  the
[175.33-175.55]  whole
[175.55-175.79]  church
[175.79-176.11]  was
[176.11-176.35]  full.
[176.47-176.53]  They
[176.53-176.67]  ended
[176.67-176.83]  up
[176.83-177.01]  having
[177.01-177.45]  to
[177.45-177.77]  open
[177.77-177.95]  up
[177.95-178.15]  the
[178.15-178.29]  gym
[178.29-178.53]  at
[178.53-178.69]  the
[178.69-179.07]  school
[179.07-179.33]  for
[179.33-179.47]  all
[179.47-179.55]  of
[179.55-179.73]  the
[179.73-180.01]  overflow
[180.01-180.83]  people.
[181.15-181.33]  And
[181.33-181.51]  they
[181.51-181.75]  watched
[181.75-182.15]  it,
[182.29-182.33]  like,
[182.37-182.61]  on
[182.61-182.89]  a
[182.89-183.19]  stream.
[183.63-183.77]  Did
[183.77-183.91]  you
[183.91-184.13]  speak
[184.13-184.37]  that
[184.37-184.53]  day?
[184.77-184.97]  I
[184.97-185.25]  did,
[185.33-185.61]  yeah.
[186.05-186.05]  I
[186.05-186.47]  got
[186.47-186.65]  up
[186.65-186.87]  there
[186.87-187.01]  and
[187.01-187.29]  just
[187.29-187.49]  said
[187.49-187.63]  a
[187.63-187.81]  few
[187.81-188.19]  words
[188.19-188.49]  about
[188.49-188.65]  my
[188.65-189.03]  sister
[189.03-189.27]  and
[189.27-189.55]  just
[189.55-189.77]  talked
[189.77-190.03]  about
[190.03-190.61]  how
[190.61-191.43]  just
[191.43-191.93]  effervescent
[191.93-192.13]  she
[192.13-192.57]  was
[192.57-192.81]  and
[192.81-193.21]  beautiful
[193.21-193.75]  and
[193.75-194.05]  perfect
[194.05-194.39]  really.
[194.73-195.07]  I
[195.07-195.23]  think
[195.23-195.45]  I
[195.45-195.49]  wore
[195.49-195.71]  one
[195.71-195.81]  of
[195.81-196.15]  Anita's
[196.15-196.59]  dresses
[196.59-197.29]  to
[197.29-197.39]  her
[197.39-197.69]  funeral.
[197.71-197.89]  To
[197.89-198.01]  her
[198.01-198.35]  funeral.
[199.05-199.05]  Yeah.
[199.47-199.59]  Was
[199.59-199.71]  that
[199.71-199.81]  a
[199.81-199.97]  way
[199.97-200.05]  of
[200.05-200.21]  feeling
[200.21-200.53]  close
[200.53-200.71]  to
[200.71-200.87]  her?
[200.99-201.37]  Yeah.
[202.09-202.51]  Yeah.
[203.33-203.59]  But
[203.59-203.77]  in
[203.77-204.05]  the
[204.05-204.21]  midst
[204.21-204.43]  of
[204.43-204.73]  the
[204.73-204.97]  grief,
[205.43-205.57]  there
[205.57-205.85]  were
[205.85-206.87]  suspicions,
[207.43-207.77]  rumors
[207.77-208.49]  about
[208.49-208.99]  who
[208.99-209.25]  could
[209.25-209.47]  be
[209.47-209.87]  involved
[209.87-210.11]  in
[210.11-210.57]  Anita's
[210.57-211.05]  murder.
[212.63-212.75]  At
[212.75-212.81]  the
[212.81-213.01]  time,
[213.11-213.17]  did
[213.17-213.35]  you
[213.35-213.67]  remember
[213.67-214.25]  any
[214.25-214.65]  whispers
[214.65-215.71]  about
[215.71-216.23]  who
[216.23-216.41]  it
[216.41-216.53]  could
[216.53-216.75]  have
[216.75-217.03]  been?
[217.41-217.57]  Yeah,
[217.57-217.59]  I
[217.59-217.81]  mean
[217.81-218.09]  tons
[218.09-218.29]  of
[218.29-218.63]  whispers
[218.63-219.01]  all
[219.01-219.09]  the
[219.09-219.69]  time.
[220.63-221.15]  That's,
[221.15-221.21]  you
[221.21-221.45]  know,
[221.73-221.97]  people
[221.97-222.57]  never
[222.57-222.83]  stop
[222.83-223.25]  whispering.
[224.25-224.61]  But
[224.61-224.89]  yeah,
[225.15-225.33]  constant,
[225.77-225.77]  you
[225.77-226.25]  know,
[226.33-226.69]  Nicole's
[226.69-226.89]  name
[226.89-227.05]  of
[227.05-227.47]  course
[227.47-227.85]  has
[227.85-228.11]  always
[228.11-228.99]  been
[228.99-229.35]  never
[229.35-229.57]  not
[229.57-229.73]  been
[229.73-229.87]  in
[229.87-230.03]  the
[230.03-230.59]  mix.
[231.09-231.41]  Police
[231.41-231.73]  had
[231.73-232.09]  also
[232.09-232.43]  been
[232.43-232.69]  hearing
[232.69-233.19]  things
[233.19-233.53]  about
[233.53-234.05]  Anita's
[234.05-234.39]  roommate
[234.39-234.97]  Nicole.
[235.45-235.59]  We
[235.59-235.83]  learned
[235.83-236.05]  that
[236.05-236.19]  they
[236.19-236.51]  had
[236.51-236.75]  kind
[236.75-237.25]  of
[237.25-237.61]  a
[237.61-237.83]  poor
[237.83-238.55]  relationship
[238.55-239.57]  that
[239.57-239.83]  there
[239.83-239.99]  was
[239.99-240.23]  some

--- Chunk 8 ---
[0.00-0.14]  the
[0.14-0.40]  minor
[0.40-0.94]  fights
[0.94-1.26]  and
[1.26-1.44]  some
[1.44-1.78]  arguing
[1.78-2.14]  between
[2.14-2.36]  the
[2.36-2.48]  two
[2.48-2.68]  of
[2.68-3.06]  them.
[3.26-3.26]  They
[3.26-3.44]  had
[3.44-3.68]  roommate
[3.68-4.10]  drama.
[4.50-4.62]  They
[4.62-4.90]  did,
[5.72-5.72]  yes.
[6.38-6.46]  Police
[6.46-6.72]  were
[6.72-7.12]  there
[7.12-7.44]  at
[7.44-7.60]  the
[7.60-8.04]  funeral,
[8.60-8.72]  watching
[8.72-9.02]  from
[9.02-9.32]  their
[9.32-9.60]  car
[9.60-9.88]  as
[9.88-10.24]  mourners
[10.24-10.84]  arrived.
[11.46-11.60]  At
[11.60-11.78]  the
[11.78-11.92]  same
[11.92-12.48]  time,
[12.62-12.78]  they
[12.78-13.08]  asked
[13.08-13.40]  Nicole
[13.40-13.66]  to
[13.66-13.86]  come
[13.86-14.04]  in
[14.04-14.28]  for
[14.28-14.56]  another
[14.56-15.08]  interview
[15.08-15.36]  later
[15.36-15.64]  that
[15.64-16.20]  day.
[16.80-16.82]  A
[16.82-17.12]  move
[17.12-17.44]  that
[17.44-17.68]  may
[17.68-17.88]  not
[17.88-18.14]  have
[18.14-18.30]  set
[18.30-18.64]  well
[18.64-18.84]  with
[18.84-19.00]  her
[19.00-19.54]  mother.
[20.04-20.44]  Anita's
[20.44-20.74]  friends
[20.74-21.24]  remember
[21.24-21.68]  a
[21.68-22.02]  painful
[22.02-22.82]  exchange
[22.82-23.24]  between
[23.24-23.94]  Anita's
[23.94-24.36]  mom
[24.36-24.72]  and
[24.72-25.88]  Nicole's.
[26.72-26.86]  And
[26.86-27.02]  I
[27.02-27.58]  overheard
[27.58-28.62]  Nicole's
[28.62-28.98]  mom
[30.02-30.50]  asking
[30.50-30.96]  her
[30.96-31.26]  rather
[31.26-31.84]  aggressively
[31.84-33.50]  like
[33.50-33.64]  how
[33.64-33.84]  could
[33.84-33.98]  you
[33.98-34.18]  think
[34.18-34.34]  my
[34.34-34.58]  daughter
[34.58-34.90]  did
[34.90-35.74]  this?
[36.62-36.90]  I
[36.90-37.18]  can't
[37.18-37.60]  believe
[37.60-37.90]  that
[37.90-38.10]  this
[38.10-38.26]  is
[38.26-38.32]  the
[38.32-38.44]  room
[38.44-38.58]  we're
[38.58-38.76]  going
[38.76-39.10]  around
[39.10-39.34]  and
[39.34-39.80]  paraphrasing,
[39.96-40.02]  of
[40.02-40.18]  course,
[40.40-40.40]  because
[40.40-40.46]  I
[40.46-40.66]  can't
[40.66-40.86]  remember
[40.86-41.10]  the
[41.10-41.36]  exact
[41.36-41.62]  words,
[42.32-42.40]  but
[42.40-42.72]  something
[42.72-43.02]  to
[43.02-43.16]  the
[43.16-43.50]  effect
[43.50-43.98]  of,
[44.16-44.40]  you
[44.40-44.58]  know,
[44.58-44.66]  I
[44.66-44.94]  can't
[44.94-45.20]  believe
[45.20-45.44]  that
[45.44-45.66]  people
[45.66-45.82]  are
[45.82-46.06]  blaming
[46.06-46.42]  my
[46.42-46.70]  daughter
[46.70-46.96]  for
[46.96-47.34]  this.
[47.44-47.66]  This
[47.66-47.82]  is
[47.82-47.98]  all
[47.98-48.34]  happening
[48.34-48.78]  at
[48.78-48.88]  the
[48.88-49.16]  funeral.
[49.92-50.12]  Yes,
[50.28-50.38]  before
[50.38-50.62]  the
[50.62-50.88]  actual
[50.88-51.22]  funeral
[51.22-51.62]  started,
[52.26-52.26]  yep.
[52.84-52.98]  I
[52.98-53.24]  like
[53.24-53.40]  turned
[53.40-53.98]  around
[53.98-54.44]  and
[54.44-54.66]  like,
[55.06-55.24]  it
[55.24-55.44]  was
[55.44-55.76]  just
[55.76-56.10]  wild.
[56.36-56.66]  It
[56.66-57.16]  was
[57.16-57.26]  just,
[57.26-57.74]  it
[57.74-57.90]  was
[57.90-58.16]  just
[58.16-58.34]  wild
[58.34-58.70]  behavior
[58.70-58.94]  for
[58.94-59.04]  an
[59.04-59.36]  adult.
[60.36-60.46]  But
[60.46-60.66]  the
[60.66-60.96]  dust
[60.96-61.36]  settled
[61.36-61.88]  and
