--- Chunk 0 ---
[5.43-5.87]  Hei!
[211.71-212.07]  hørte
[212.07-212.27]  at
[212.27-212.41]  han
[212.41-212.61]  var
[212.61-214.05]  under
[214.05-214.85]  ytor,
[215.19-215.31]  når
[215.31-215.47]  det
[215.47-215.65]  gjelde
[215.65-218.51]  skolefagelige
[218.51-218.75]  ting.
[219.11-219.35]  At
[219.35-219.59]  han
[219.59-220.79]  gav
[220.79-221.37]  ikke
[221.37-221.73]  gjøre
[221.73-221.99]  så
[221.99-222.49]  mye
[222.49-223.13]  som
[223.13-223.41]  han
[223.41-224.47]  burde,
[225.61-225.71]  og
[225.71-225.95]  som
[225.95-226.19]  han
[226.19-226.91]  egentlig
[226.91-227.19]  hadde
[227.19-227.65]  evnet
[227.65-227.99]  til.
[230.15-230.83]  Vi
[230.83-231.01]  har
[231.01-231.17]  jo
[231.17-232.11]  reflektert
[232.11-232.41]  og
[232.41-232.79]  tenkt
[232.79-233.77]  hva
[233.77-233.93]  som
[233.93-234.37]  gjorde
[234.37-234.65]  det,
[234.89-235.15]  altså
[235.15-235.39]  at
[235.39-235.77]  han
[235.77-237.35]  ikke...
[237.36-238.02]  Ville
[238.02-238.82]  ytter
[238.82-238.98]  sitt
[238.98-239.40]  pasta
[239.40-239.70]  for
[239.70-239.90]  dem.

--- Chunk 6 ---
[0.00-0.22]  Den
[0.22-0.42]  vil
[0.42-0.64]  han
[0.64-0.86]  ikke.
[4.12-4.22]  Jeg
[4.22-4.34]  tror
[4.34-4.70]  enda
[4.70-4.84]  at
[4.84-4.90]  jeg
[4.90-5.06]  ikke
[5.06-5.28]  kommer
[5.28-5.46]  til
[5.46-5.52]  å
[5.52-5.66]  bli
[5.66-5.84]  en
[5.84-6.78]  arbeidsløs
[6.78-7.02]  person
[7.02-7.38]  som
[7.38-7.84]  skyter
[7.84-8.20]  dag
[8.20-8.38]  inn
[8.38-8.50]  og
[8.50-8.68]  dag
[8.68-8.90]  ut.
[10.68-11.12]  Hovedproblemet
[11.12-11.34]  er
[11.34-11.66]  egentlig
[11.66-11.86]  at
[11.86-12.02]  jeg
[12.02-12.18]  er
[12.18-12.52]  like,
[12.68-12.96]  lite
[12.96-13.52]  happy
[13.52-13.90]  nå
[13.90-14.10]  som
[14.10-14.20]  en
[14.20-14.56]  vaffer.
[15.00-15.22]  Selv
[15.22-15.36]  om
[15.36-15.40]  jeg
[15.40-15.62]  går
[15.62-16.22]  halvparten
[16.22-16.26]  av
[16.26-16.60]  tida
[16.60-16.82]  i
[16.82-17.76]  millabstidens.
[18.94-19.38]  Innser
[19.38-19.54]  du
[19.54-19.84]  selv
[19.84-20.16]  at
[20.16-20.28]  du
[20.28-20.66]  trenger
[20.66-21.04]  hjelp
[21.04-21.38]  av
[21.38-21.64]  noe
[21.64-22.04]  annet
[22.04-22.22]  enn
[22.22-22.48]  heroin?
[25.26-25.70]  Jeg
[25.70-25.76]  har
[25.76-25.96]  prøvd
[25.96-26.18]  alt
[26.18-26.40]  som
[26.40-26.78]  finnes
[26.78-26.90]  av
[26.90-27.14]  hjelp
[27.14-27.34]  de
[27.34-27.54]  siste
[27.54-27.78]  to
[27.78-28.04]  årene.
[28.78-29.22]  Uten
[29.22-29.38]  hel.
[30.74-31.28]  Skyt
[31.28-31.54]  heroin
[31.54-31.92]  til
[31.92-32.06]  du
[32.06-32.36]  blør
[32.36-32.58]  ut
[32.58-32.66]  av
[32.66-33.04]  øynene
[33.04-33.18]  for
[33.18-33.38]  min
[33.38-33.58]  det.
[34.36-34.56]  Men
[34.56-34.68]  hvis
[34.68-34.86]  man
[34.86-35.24]  bruker
[35.24-35.94]  narkotika
[35.94-36.32]  fast
[36.32-36.68]  siden
[36.68-36.94]  dagen
[36.94-37.10]  er
[37.10-37.44]  dritt,
[37.84-37.94]  så
[37.94-38.04]  bør
[38.04-38.24]  man
[38.24-38.58]  endre
[38.58-38.90]  andre
[38.90-39.16]  ting.
[42.08-42.62]  Jeg
[42.62-42.68]  har
[42.68-42.94]  prøvd
[42.94-43.42]  absolutt
[43.42-43.62]  alt
[43.62-43.80]  av
[43.80-44.42]  psykologer,
[45.12-45.98]  psykiatrere,
[46.52-47.08]  mediciner
[47.08-47.30]  og
[47.30-47.80]  helvete
[47.80-48.54]  og
[48.54-48.72]  ikke
[48.72-48.96]  en
[48.96-49.46]  eneste
[49.46-50.20]  skittjelper.
[50.96-51.40]  Heroin
[51.40-51.64]  hjelper
[51.64-52.08]  noe,
[52.78-52.86]  men
[52.86-52.96]  jeg
[52.96-53.12]  følte
[53.12-53.30]  meg
[53.30-53.74]  bedre
[53.74-54.20]  ædre
[54.20-54.48]  når
[54.48-54.62]  den
[54.62-55.00]  mentale
[55.00-55.52]  helsenen
[55.52-55.56]  min
[55.56-55.72]  var
[55.72-55.96]  god
[55.96-56.68]  enn
[56.68-56.78]  jeg
[56.78-56.96]  gjør
[56.96-57.14]  nå
[57.14-57.72]  stein
[57.72-57.90]  på
[57.90-58.14]  heroin.
[59.66-60.08]  Ikke
[60.08-60.20]  for
[60.20-60.22]  å
[60.22-60.44]  gjøre
[60.44-60.62]  dette
[60.62-60.84]  til
[60.84-60.96]  en
[60.96-61.96]  melodramatisk
[61.96-62.52]  sippetrå,
[63.34-63.44]  men
[63.44-63.60]  hadde
[63.60-63.70]  det
[63.70-63.78]  ikke
[63.78-64.02]  vært
[64.02-64.20]  for
[64.20-64.30]  at
[64.30-64.40]  jeg
[64.40-64.54]  har
[64.54-64.78]  noen
[64.78-64.88]  som
[64.88-65.12]  bryr
[65.12-65.22]  seg
[65.22-65.54]  veldig
[65.54-65.62]  om
[65.62-65.76]  meg,
[66.28-66.42]  vil
[66.42-66.50]  jeg
[66.50-66.62]  tatt
[66.62-66.96]  kvelden
[66.96-67.10]  for
[67.10-67.28]  lenge
[67.28-67.50]  siden.
[68.30-68.48]  Jeg
[68.48-68.58]  har
[68.58-68.88]  nul
[68.88-69.50]  mulighet
[69.50-69.70]  til
[69.70-69.86]  å
[69.86-70.44]  komme
[70.44-70.72]  meg
[70.72-70.90]  opp
[70.90-71.06]  og
[71.06-71.36]  gjøre
[71.36-71.52]  noe
[71.52-71.64]  med
[71.64-71.94]  livet,
[72.14-72.28]  eller
[72.28-72.40]  hva
[72.40-72.48]  en
[72.48-73.08]  bulksitt
[73.08-73.20]  du
[73.20-73.34]  synes
[73.34-73.48]  har
[73.48-73.76]  begøret.
[77.06-77.48]  Jeg
[77.48-77.58]  har
[77.58-77.90]  selv
[77.90-78.28]  sett
[78.28-78.88]  gutter
[78.88-78.98]  og
[78.98-79.24]  jenter
[79.24-79.46]  i
[79.46-79.94]  leiligheter
[79.94-80.28]  full
[80.28-80.48]  av
[80.48-80.92]  spryter
[80.92-81.08]  på
[81.08-81.46]  golvet,
[81.80-81.88]  i
[81.88-82.26]  senger
[82.26-82.46]  og
[82.46-82.60]  på
[82.60-82.98]  vardet.
[83.38-83.56]  Blå
[83.56-83.96]  flekker
[83.96-84.08]  på
[84.08-84.52]  laken,
[84.78-85.22]  puter
[85.22-85.42]  og
[85.42-85.52]  så
[85.52-85.84]  videre.
[86.46-86.66]  Kvar
[86.66-86.88]  dag
[86.88-87.12]  en
[87.12-87.40]  iakt
[87.40-87.58]  på
[87.58-87.74]  mer
[87.74-88.20]  penger
[88.20-88.42]  til
[88.42-88.66]  heroin.
[89.48-89.96]  Spør
[89.96-90.10]  du
[90.10-90.34]  meg
[90.34-90.70]  virker
[90.70-90.84]  det
[90.84-90.96]  som
[90.96-91.16]  om
[91.16-91.30]  de
[91.30-91.76]  nærmest
[91.76-92.00]  er
[92.00-92.30]  vann
[92.30-92.86]  døde
[92.86-93.34]  blant
[93.34-93.52]  de
[93.52-93.92]  leverne?
[95.14-95.32]  Du
[95.32-95.38]  er
[95.38-95.94]  selvfølgelig
[95.94-96.26]  fri
[96.26-96.36]  til
[96.36-96.44]  å
[96.44-96.54]  gjøre
[96.54-97.04]  akkurat
[97.04-97.18]  hva
[97.18-97.30]  du
[97.30-97.54]  vil
[97.54-97.74]  for
[97.74-97.92]  min
[97.92-98.18]  del,
[98.92-99.02]  men
[99.02-99.24]  jeg
[99.24-99.78]  frareder
[99.78-100.06]  deg
[100.06-100.34]  dette
[100.34-100.74]  på
[100.74-100.84]  det
[100.84-101.64]  sterkeste.
[103.04-103.38]  Alle
[103.38-103.52]  har
[103.52-103.92]  kontroll
[103.92-104.26]  til
[104.26-104.40]  de
[104.40-104.70]  visten.
[105.52-105.70]  Når
[105.70-105.80]  du
[105.80-105.90]  kan
[105.90-106.26]  stoppe
[106.26-106.38]  av
[106.38-106.54]  vil
[106.54-106.66]  du
[106.66-106.84]  ikke,
[107.34-107.38]  og
[107.38-107.50]  når
[107.50-107.60]  du
[107.60-107.86]  vil
[107.86-108.14]  så
[108.14-108.44]  klarer
[108.44-108.52]  du
[108.52-108.64]  det
[108.64-108.84]  ikke.
[114.54-115.02]  Det
[115.02-115.20]  blir
[115.20-115.62]  gula
[115.62-116.22]  2013
[116.22-116.80]  i
[116.80-116.90]  det
[116.90-117.12]  røye
[117.12-117.44]  huset
[117.44-117.56]  på
[117.56-117.90]  Bjerke.
[118.92-119.50]  21
[119.50-119.72]  år
[119.72-120.00]  gamle
[120.00-120.38]  geir
[120.38-120.48]  og
[120.48-120.96]  foreldra
[120.96-121.40]  feirer
[121.40-121.82]  sammen,
[122.04-122.18]  bare
[122.18-122.36]  de
[122.36-122.60]  tre
[122.60-122.82]  som
[122.82-122.96]  de
[122.96-123.32]  pleier.
[124.00-124.58]  Toralne
[124.58-125.10]  serverer
[125.10-125.64]  ribbe
[125.64-125.76]  og
[125.76-125.90]  med
[125.90-126.50]  distekaker,
[127.00-127.08]  og
[127.08-127.16]  i
[127.16-127.76]  stuegjørne
[127.76-127.94]  så
[127.94-128.28]  lyser
[128.28-129.02]  jordetreet.
[129.92-130.30]  Pinta
[130.30-130.44]  med
[130.44-130.82]  glitter
[130.82-131.14]  og
[131.14-131.38]  små
[131.38-131.70]  norske
[131.70-132.38]  flagg.
[133.14-133.26]  Og
[133.26-133.38]  så
[133.38-133.74]  glir
[133.74-134.44]  jordekvelden
[134.44-134.72]  over
[134.72-134.86]  i
[134.86-135.12]  natt.
[135.76-136.16]  Glysnet
[136.16-136.28]  på
[136.28-136.58]  treet
[136.58-136.90]  slåser
[136.90-137.10]  av,
[137.40-137.46]  og
[137.46-137.80]  geir
[137.80-138.26]  forsvinner
[138.26-138.38]  inn
[138.38-138.50]  på
[138.50-138.96]  romesitt.
[140.22-140.82]  Skuffene
[140.82-140.94]  i
[140.94-141.58]  skriveborran
[141.58-141.80]  stær
[141.80-142.00]  inne
[142.00-142.18]  kan
[142.18-142.58]  låses,
[142.94-143.08]  og
[143.08-143.18]  den
[143.18-143.64]  øverste
[143.64-143.88]  holde
[143.88-144.16]  geir
[144.16-144.46]  alltid
[144.46-145.00]  stengt.
[146.10-146.36]  Men
[146.36-146.56]  nå
[146.56-147.14]  låses
[147.14-147.32]  den
[147.32-147.48]  opp.
[150.27-150.71]  Det
[150.71-150.77]  er
[150.77-150.99]  snart
[150.99-151.29]  gått
[151.29-151.49]  to
[151.49-151.73]  uker
[151.73-152.07]  siden
[152.07-152.53]  Geirs
[152.53-153.05]  bruker
[153.05-153.49]  Bloodshot
[153.49-153.87]  Ice
[153.87-154.31]  kommer
[154.31-154.69]  forre
[154.69-154.75]  i
[154.75-155.35]  oppdatering
[155.35-155.51]  i
[155.51-156.55]  flikforumtråen,
[156.61-156.99]  og
[156.99-157.13]  der
[157.13-157.35]  inne
[157.35-157.75]  begynner
[157.75-157.93]  folk
[157.93-158.03]  å
[158.03-158.25]  lure
[158.25-158.43]  på
[158.43-158.59]  hva
[158.59-158.75]  som
[158.75-159.11]  skjer.
[162.01-162.45]  Hvordan
[162.45-162.65]  går
[162.65-162.79]  det
[162.79-162.95]  med
[162.95-163.09]  deg,
[163.33-163.67]  Bloodshot
[163.67-163.99]  Ice?
[168.63-169.07]  Hva
[169.07-169.25]  som
[169.25-169.53]  hennet
[169.53-169.97]  videre
[169.97-170.15]  med
[170.15-170.47]  Geir
[170.47-170.55]  og
[170.55-170.85]  tråen
[170.85-171.07]  hans
[171.07-171.45]  kan
[171.45-171.57]  du
[171.57-171.71]  som
[171.71-172.29]  abonnerer
[172.29-172.37]  på
[172.37-172.57]  Svart
[172.57-172.69]  og
[172.69-173.27]  Stokk
[173.27-173.43]  høre
[173.43-173.63]  nå
[173.63-173.77]  med
[173.77-173.93]  en
[173.93-174.11]  gang.
[174.78-175.18]  For
[175.18-175.34]  selv
[175.34-175.50]  om
[175.50-175.86]  Geir
[175.86-176.28]  beveger
[176.28-176.42]  seg
[176.42-176.84]  innover
[176.84-177.08]  i
[177.08-177.74]  avhengigheten,
[177.98-178.06]  så
[178.06-178.24]  skal
[178.24-178.90]  fortellingen
[178.90-179.08]  hans
[179.08-179.36]  om
[179.36-179.52]  det,
[179.76-179.96]  etter
[179.96-180.10]  hvert
[180.10-180.50]  vokse
[180.50-180.86]  ut
[180.86-181.06]  av
[181.06-181.82]  flikforummet.
[182.24-182.36]  Og
[182.36-182.60]  Brott
[182.60-182.78]  skal
[182.78-183.02]  Geir
[183.02-183.18]  også
[183.18-183.34]  få
[183.34-183.74]  følgere
[183.74-184.04]  over
[184.04-184.44]  hele
[184.44-184.84]  verden.
[185.36-185.50]  Men
[185.50-185.72]  da
[185.72-185.88]  får
[185.88-186.06]  noe
[186.06-186.28]  helt
[186.28-186.84]  annet
[186.84-187.00]  en
[187.00-187.84]  eroindagboka.
[192.92-193.32]  Wow!
[194.20-194.48]  Det
[194.48-194.62]  er
[194.62-194.84]  da
[194.84-195.68]  bra,
[195.82-195.96]  liksom.
[196.88-197.04]  Og
[197.04-197.14]  så
[197.14-197.58]  spurte
[197.58-197.72]  jeg
[197.72-197.88]  ham
[197.88-198.24]  sånn,
[198.32-198.42]  ja,
[198.54-198.68]  jeg
[198.68-199.08]  fortsuttede
[199.08-199.26]  med
[199.26-199.46]  det
[199.46-199.58]  her,
[199.70-199.80]  da
[199.80-199.94]  fann
[199.94-200.10]  jeg
[200.10-200.72]  kjempekult,
[200.88-200.96]  liksom,
[201.36-201.44]  og
[201.44-201.56]  han
[201.56-201.72]  ble
[201.72-202.52]  sånn.
[204.06-204.54]  Harroind.
[207.06-207.42]  Det
[207.42-207.54]  var
[207.54-207.80]  mange
[207.80-207.94]  som
[207.94-208.10]  visste
[208.10-208.48]  blodsoda
[208.48-208.74]  i
[208.74-209.76]  drømmedop,
[209.92-209.98]  men
[209.98-210.04]  det
[210.04-210.14]  var
[210.14-210.24]  ikke
[210.24-210.30]  så
[210.30-210.44]  mange
[210.44-210.60]  som
[210.60-211.00]  visste
[211.00-211.08]  å
[211.08-211.26]  gjøre
[211.26-211.46]  det.
[213.54-214.02]  Jeg
[214.02-214.20]  hadde
[214.20-214.56]  invitert
[214.56-214.86]  til
[214.86-215.36]  Bursta.
[215.82-215.88]  Jeg
[215.88-215.98]  tror
[215.98-216.16]  det
[216.16-216.38]  var
[216.38-217.52]  18
[217.52-217.74] -års
[217.74-217.88]  dag.
[219.04-219.06]  Og
[219.06-219.42]  da
[219.42-221.04]  satte
[221.04-221.12]  han
[221.12-221.40]  egentlig
[221.40-221.64]  bare
[221.64-222.40]  i
[222.40-223.12]  sofaen
[223.12-223.36]  helt
[223.36-224.00]  borte
[224.00-224.40]  vekk.
[225.80-226.10]  Og
[226.10-226.50]  det
[226.50-226.62]  var
[226.62-226.90]  første
[226.90-227.04]  gang
[227.04-227.22]  jeg
[227.22-227.46]  liksom
[227.46-227.86]  skjønte
[227.86-228.10]  at
[228.10-228.34]  nå
[228.34-228.52]  er
[228.52-228.60]  det
[228.60-229.40]  ikke
[229.40-229.56]  bare
[229.56-230.06]  alkohol
[230.06-230.28]  eller
[230.28-230.92]  harslænger.
[231.66-232.14]  Nå
[232.14-232.20]  er
[232.20-232.26]  det
[232.26-232.42]  noe
[232.42-232.72]  særke
[232.72-232.82]  det
[232.82-232.94]  da.
[234.96-235.38]  Da
[235.38-235.58]  sa
[235.58-235.72]  vi
[235.72-235.84]  så
[235.84-236.06]  som
[236.06-236.24]  at
[236.24-236.72]  all
[236.72-237.48]  mulig
[237.48-238.04]  dritt
[238.04-238.16]  i
[238.16-238.76]  verden
[238.76-238.96]  og
[238.96-239.62]  inn
[239.62-239.76]  i
[239.76-239.94]  meg.

--- Chunk 7 ---
[0.00-0.32]  Du
[0.32-0.80]  samler
[0.80-0.98]  seg
[0.98-1.14]  i
[1.14-1.28]  et
[1.28-1.66]  eneste
[1.66-2.10]  punkt
[2.10-3.14]  her
[3.14-3.28]  i
[3.28-3.50]  hjernen.
[6.14-6.58]  Og
[6.58-6.94]  vi
[6.94-7.06]  sitter
[7.06-7.30]  da
[7.30-7.38]  og
[7.38-7.54]  bare
[7.54-8.64]  prekar.
[9.42-9.62]  Og
[9.62-9.70]  så
[9.70-9.88]  tar
[9.88-10.00]  han
[10.00-10.14]  opp
[10.14-10.60]  en
[10.60-11.22]  sprøytte
[11.22-11.78]  som
[11.78-12.36]  hadde
[12.36-13.66]  brunn
[13.66-14.04]  gusje,
[14.16-14.36]  sånn
[14.36-14.56]  heroin
[14.56-14.72]  i
[14.72-14.86]  seg,
[15.50-15.96]  begynner
[15.96-16.06]  han
[16.06-16.12]  å
[16.12-16.34]  prøve
[16.34-16.52]  inn
[16.52-16.64]  i
[16.64-16.92]  seriet
[16.92-17.20]  derinde.
[17.32-17.36]  Det
[17.36-17.46]  var
[17.46-17.68]  liksom,
[18.12-18.24]  Øy
[18.24-18.60]  faen,
[18.62-18.68]  hva
[18.68-18.86]  gjør
[18.86-18.94]  du
[18.94-19.18]  liksom?
[22.06-22.50]  Og
[22.50-23.24]  det
[23.24-23.40]  var
[23.40-23.54]  jo
[23.54-23.70]  de
[23.70-24.36]  verste
[24.36-24.80]  ordene
[24.80-25.08]  vi
[25.08-25.62]  kunne
[25.62-25.82]  få
[25.82-26.18]  høre
[26.18-27.20]  akkurat
[27.20-27.32]  da.
[27.70-27.86]  Det
[27.86-28.62]  bare...
[28.62-29.24]  Kjente
[29.24-29.96]  hele
[29.96-30.82]  kroppen.
[31.20-31.32]  Jeg
[31.32-31.48]  bare
[31.48-32.52]  faldt
[32.52-32.96]  sammen.
[40.52-40.96]  Hvis
[40.96-41.12]  du
[41.12-41.32]  trenger
[41.32-41.46]  noen
[41.46-41.56]  å
[41.56-41.92]  snakke
[41.92-42.08]  med
[42.08-42.34]  etter
[42.34-42.38]  å
[42.38-42.44]  ha
[42.44-42.60]  hørt
[42.60-42.78]  denne
[42.78-43.18]  episoden,
[43.44-43.48]  så
[43.48-43.58]  kan
[43.58-43.70]  du
[43.70-43.96]  ringe
[43.96-44.24]  mental
[44.24-44.80]  helse
[44.80-45.02]  sin
[45.02-45.70]  hjelpetelefon
[45.70-46.00]  på
[46.00-46.70]  116
[46.70-47.58] .123.
[48.02-48.22]  Det
[48.22-48.24]  er
[48.24-48.82]  gratis,
[49.00-49.58]  døgnoppunt
[49.58-49.74]  og
[49.74-49.82]  du
[49.82-49.92]  kan
[49.92-50.08]  være
[50.08-50.64]  anonym.
[51.24-51.32]  Og
[51.32-51.44]  hvis
[51.44-51.58]  du
[51.58-51.68]  har
[51.68-52.36]  rusrelaterte
[52.36-52.90]  spørsmål,
[53.02-53.06]  er
[53.06-53.12]  det
[53.12-53.34]  hjelp
[53.34-53.46]  å
[53.46-53.62]  få
[53.62-53.88]  på
[53.88-54.46]  rusinfo
[54.46-54.90] .no.
[57.29-57.75]  Du
[57.75-57.87]  kan
[57.87-58.03]  bli
[58.03-58.41]  abonent
[58.41-58.59]  på
[58.59-59.19]  Svartsåstok
[59.19-59.39]  i
[59.39-59.63]  podcast
[59.63-60.03] -pillent
[60.03-60.53]  Lappel
[60.53-60.71]  eller
[60.71-60.85]  i
[60.85-61.17]  Spotify.
[61.79-61.99]  Eller
[61.99-62.17]  hvis
[62.17-62.29]  du
[62.29-62.47]  hører
[62.47-62.71]  gjennom
[62.71-63.09]  andre
[63.09-63.67]  plattformer,
[63.83-63.91]  så
[63.91-64.03]  kan
[64.03-64.11]  du
[64.11-64.29]  følge
[64.29-64.67]  linker
[64.67-64.77]  i
[64.77-65.83]  episodobeskrivelsen.
[66.35-66.41]  Og
[66.41-66.61]  følg
[66.61-66.75]  oss
[66.75-67.03]  gjerne
[67.03-67.15]  på
[67.15-67.43]  YouTube
[67.43-67.75]  også,
[67.97-68.05]  der
[68.05-68.15]  vi
[68.15-68.25]  nå
[68.25-68.33]  har
[68.33-68.51]  lagt
[68.51-68.61]  ut
[68.61-69.15]  videoer
[69.15-69.31]  fra
[69.31-69.53]  Geir
[69.53-69.85]  Schliv.
[70.65-71.13]  Heroin
[71.13-71.65]  Dagboka
[71.65-71.87]  er
[71.87-72.13]  laget
[72.13-72.17]  av
[72.17-72.51]  Thomas
[72.51-73.09]  Alkjær.
[73.61-74.05]  Geir
[74.05-74.17]  blir
[74.17-74.47]  ledst
[74.47-74.57]  av
[74.57-74.93]  skjur
[74.93-75.29]  vattne
[75.29-75.61]  brian,
[75.93-75.99]  og
[75.99-76.11]  alle
[76.11-76.73]  utdragene
[76.73-76.89]  fra
[76.89-77.43]  forumet
[77.43-77.91]  citeres
[77.91-78.31]  oret.
[78.91-79.29]  De
[79.29-79.57]  andre
[79.57-80.27]  forenbrukerne
[80.27-80.47]  blir
[80.47-80.71]  lest
[80.71-80.85]  av
[80.85-81.27]  Malin
[81.27-81.69]  Instanes,
[82.03-82.33]  Stine
[82.33-82.65]  Therese
[82.65-82.95]  Strand,
[83.31-83.59]  Sigur
[83.59-84.09]  Farnes
[84.09-84.31]  og
[84.31-84.55]  Nils
[84.55-84.85]  Jakob
[84.85-85.29]  Langevik.
[85.63-85.89]  Han
[85.89-86.03]  har
[86.03-86.15]  også
[86.15-86.41]  stått
[86.41-86.51]  for
[86.51-86.97]  musikk
[86.97-87.07]  og
[87.07-87.55]  lyddesign.
[88.07-88.67]  Produsent
[88.67-88.83]  var
[88.83-89.03]  meg
[89.03-89.81]  sindreligganger,
[90.33-90.41]  og
[90.41-90.91]  redaktør
[90.91-91.17]  er
[91.17-91.39]  Karis
[91.39-91.83]  Tamar.
[100.49-101.09]  Med
[101.09-101.39]  triple
[101.39-101.69] -tex
[101.69-102.05]  blir
[102.05-102.15]  det
[102.15-102.53]  enkelt
[102.53-102.69]  å
[102.69-103.03]  forlevere
[103.03-103.65]  skattemelningen
[103.65-103.91]  for
[103.91-104.59]  håndtverkere.
[104.84-105.16]  og
[105.16-105.44]  IT
[105.44-106.08] -selskaper
[106.08-106.42]  og
[106.42-107.10]  feskebåter
[107.10-107.30]  og
[107.30-108.14]  rideskola
[108.14-109.24]  og
[109.24-110.06]  rørligere
[110.06-110.28]  og
[110.28-110.98]  selvfølgelig
[110.98-112.00]  reinskapsbiroer
[112.00-112.08]  og
[112.08-112.42]  make
[112.42-113.14] -upartister
[113.14-113.60]  og
[113.60-114.46]  stylister
[114.46-114.98]  og
[114.98-116.10]  legekontorer.
[116.36-116.62]  Da
[116.62-116.80]  kommer
[116.80-116.88]  det
[116.88-116.98]  et
[116.98-117.26]  lite
[117.26-117.64]  stikk.
[117.78-117.88]  Og
[117.88-117.98]  så
[117.98-118.52]  selvfølgelig
[118.52-118.60]  for
[118.60-118.84]  enn
[118.84-118.88]  de
[118.88-119.30]  smeglerne.
[119.66-119.84]  Ja,
[119.92-119.98]  du
[119.98-120.04]  har
[120.04-120.24]  sikkert
[120.24-120.44]  skjønt
[120.44-120.52]  det
[120.52-120.66]  nå.
[120.94-121.44]  TripleTex
[121.44-121.92]  hjelper
[121.92-122.30]  alle
[122.30-122.54]  slags
[122.54-123.10]  bedrifter
[123.10-123.30]  med
[123.30-123.36]  å
[123.36-123.68]  håndtere
[123.68-124.40]  årshoppgjøresitt.
[124.64-125.04]  Husk
[125.04-125.34]  fristen
[125.34-125.50]  for
[125.50-125.56]  å
[125.56-125.80]  levere
[125.80-126.32]  skattemelningen
[126.32-126.70]  31.
[127.04-127.20]  mai.
[127.62-127.98]  Hele
[127.98-128.32]  Norges
[128.32-129.12]  Reinskapsprogram.
[129.58-130.20]  TripleTex.

